"GEOID","HighSewer","MedSewer","LowSewer"
"'480291914102","YES","YES","YES"
"'481677207021","YES","YES","YES"
"'484910202062","NO","NO","NO"
"'481699501011","NO","NO","NO"
"'483810208001","YES","YES","YES"
"'485059504012","NO","NO","NO"
"'484072001043","NO","NO","NO"
"'482759501002","NO","NO","NO"
"'481810012002","YES","YES","YES"
"'484910203493","YES","YES","YES"
"'481439504021","YES","YES","YES"
"'480291212034","YES","YES","YES"
"'480291915042","YES","YES","YES"
"'484530342001","YES","YES","YES"
"'482015538011","YES","YES","YES"
"'481872105092","NO","NO","NO"
"'484090106012","YES","YES","YES"
"'482013303023","YES","YES","YES"
"'480850303011","NO","NO","NO"
"'483732103014","NO","NO","NO"
"'480499512002","NO","NO","NO"
"'483250004014","NO","NO","NO"
"'482015223013","YES","YES","YES"
"'484230016051","NO","NO","NO"
"'481390608013","YES","YES","YES"
"'482319613003","NO","NO","NO"
"'480590301023","NO","NO","NO"
"'480970001001","NO","NO","NO"
"'483671405031","NO","NO","NO"
"'484391110252","YES","YES","YES"
"'482150239054","YES","YES","YES"
"'482015320031","YES","YES","YES"
"'482015335001","YES","YES","YES"
"'484659508013","NO","NO","NO"
"'484530009022","YES","YES","YES"
"'481576716021","YES","YES","YES"
"'480850318071","YES","YES","YES"
"'483750116003","YES","YES","YES"
"'481130178183","YES","YES","YES"
"'482150238052","YES","YES","YES"
"'480291818241","YES","YES","YES"
"'483396941053","YES","YES","YES"
"'484530024443","YES","YES","YES"
"'482015115022","YES","YES","YES"
"'483610223012","YES","YES","NO"
"'484599503022","NO","NO","NO"
"'482211602042","NO","NO","NO"
"'484599507005","NO","NO","NO"
"'484530022171","NO","NO","NO"
"'484391043011","YES","YES","YES"
"'484230013001","YES","YES","YES"
"'483030104151","YES","YES","YES"
"'481130190201","YES","YES","YES"
"'484850114001","YES","YES","YES"
"'484771702021","NO","NO","NO"
"'484391115331","YES","YES","YES"
"'480079503012","YES","YES","NO"
"'481410103481","YES","YES","YES"
"'480410021003","YES","YES","YES"
"'480539603012","NO","NO","NO"
"'480319502021","NO","NO","NO"
"'483671401022","YES","YES","YES"
"'482150207321","YES","YES","YES"
"'482511302111","NO","NO","NO"
"'482150220063","YES","YES","YES"
"'482150205101","YES","YES","YES"
"'482013133002","YES","YES","YES"
"'480270229003","YES","YES","YES"
"'482013117021","YES","YES","YES"
"'482511308003","YES","YES","YES"
"'484072003012","NO","NO","NO"
"'480913106122","NO","NO","NO"
"'481130124002","YES","YES","YES"
"'481130119011","YES","YES","YES"
"'482150240022","YES","YES","YES"
"'482150207251","YES","YES","YES"
"'484850109001","YES","YES","YES"
"'482013333013","YES","YES","YES"
"'482899503021","NO","NO","NO"
"'482014518004","YES","YES","YES"
"'480396606032","YES","YES","YES"
"'484771705013","NO","NO","NO"
"'483396913012","YES","YES","YES"
"'483396908001","YES","YES","YES"
"'484391221006","YES","YES","YES"
"'480410006031","YES","YES","YES"
"'480291513021","YES","YES","YES"
"'484530024113","YES","YES","YES"
"'482090103053","YES","YES","YES"
"'484639502012","NO","NO","NO"
"'483879505013","YES","YES","NO"
"'483030104181","NO","NO","NO"
"'483030105132","NO","NO","NO"
"'483030009022","YES","YES","YES"
"'481679901000","NO","NO","NO"
"'484019505012","NO","NO","NO"
"'482090108132","YES","YES","YES"
"'482090104022","NO","NO","NO"
"'480319501011","YES","NO","NO"
"'480539605012","NO","NO","NO"
"'480679507001","NO","NO","NO"
"'482319611022","YES","YES","YES"
"'483719505004","NO","NO","NO"
"'481639502023","NO","NO","NO"
"'484679510022","NO","NO","NO"
"'484679506022","NO","NO","NO"
"'482090108142","YES","YES","YES"
"'482090109112","YES","NO","NO"
"'482090109221","YES","YES","YES"
"'481210203152","YES","NO","NO"
"'481210212032","YES","YES","YES"
"'481210215371","YES","YES","YES"
"'481210216441","YES","YES","YES"
"'483719505003","NO","NO","NO"
"'482150214092","YES","YES","YES"
"'481210204042","NO","NO","NO"
"'483671406041","NO","NO","NO"
"'480179501022","NO","NO","NO"
"'480079505033","NO","NO","NO"
"'483671405032","NO","NO","NO"
"'483671404032","NO","NO","NO"
"'481210201312","YES","YES","YES"
"'481210215311","YES","YES","YES"
"'481350027022","YES","YES","YES"
"'481799501005","NO","NO","NO"
"'482030202021","NO","NO","NO"
"'480559605011","NO","NO","NO"
"'483396939021","YES","YES","YES"
"'483396905021","YES","YES","NO"
"'484072001032","NO","NO","NO"
"'482150207342","YES","YES","YES"
"'482150227052","NO","NO","NO"
"'482150204082","YES","YES","YES"
"'481210203161","NO","NO","NO"
"'483671402011","YES","YES","YES"
"'480410010021","YES","YES","YES"
"'482012230011","YES","YES","YES"
"'481990304002","NO","NO","NO"
"'481130181341","YES","YES","YES"
"'481410001071","YES","YES","YES"
"'481759602001","NO","NO","NO"
"'480850305342","YES","YES","YES"
"'480850316572","YES","YES","YES"
"'480850316693","YES","YES","YES"
"'480850305243","YES","YES","YES"
"'480850310032","YES","YES","YES"
"'480850319041","YES","YES","YES"
"'480850315073","YES","YES","YES"
"'480850316573","YES","YES","YES"
"'480850318131","YES","YES","YES"
"'484230014061","NO","NO","NO"
"'482150241094","YES","YES","YES"
"'484579502011","NO","NO","NO"
"'484391057062","YES","YES","YES"
"'484999506013","NO","NO","NO"
"'482013103003","YES","YES","YES"
"'480291412003","YES","YES","YES"
"'483030017081","YES","YES","YES"
"'482899502022","NO","NO","NO"
"'484510017091","NO","NO","NO"
"'480291612001","NO","NO","NO"
"'480770303021","NO","NO","NO"
"'483732101062","NO","NO","NO"
"'481479507013","NO","NO","NO"
"'480050002022","NO","NO","NO"
"'484391115381","YES","YES","YES"
"'484391108074","YES","YES","NO"
"'484391107041","YES","YES","YES"
"'484391131193","YES","YES","YES"
"'484391006011","NO","NO","NO"
"'484391104014","YES","YES","YES"
"'484391114051","YES","YES","YES"
"'484391138123","YES","YES","YES"
"'483659501004","NO","NO","NO"
"'480913106091","NO","NO","NO"
"'484391102062","YES","YES","YES"
"'484879506003","YES","YES","YES"
"'480219501012","NO","NO","NO"
"'482211602062","YES","YES","YES"
"'484199504012","NO","NO","NO"
"'480291512005","YES","YES","YES"
"'483030105122","NO","NO","NO"
"'482499502012","NO","NO","NO"
"'481210204021","YES","YES","YES"
"'481576726042","YES","YES","YES"
"'480610111002","YES","YES","YES"
"'480291918161","YES","YES","YES"
"'480559601022","NO","NO","NO"
"'483810216024","YES","YES","YES"
"'482799505002","YES","YES","YES"
"'480610136004","YES","YES","YES"
"'480610133062","YES","YES","YES"
"'481519504002","NO","NO","NO"
"'482013413032","YES","YES","YES"
"'480291810051","YES","YES","YES"
"'480850316413","YES","YES","YES"
"'482030206053","NO","NO","NO"
"'482030204022","YES","YES","YES"
"'481130139023","YES","YES","YES"
"'481159504021","NO","NO","NO"
"'484179503002","NO","NO","NO"
"'484391115452","YES","YES","YES"
"'481130181421","YES","YES","NO"
"'481130153062","YES","YES","YES"
"'484659504002","YES","YES","NO"
"'484910210002","NO","NO","NO"
"'484910213003","NO","NO","NO"
"'481410016002","YES","YES","YES"
"'481410023002","YES","YES","YES"
"'481410043104","YES","YES","YES"
"'484639505001","YES","YES","NO"
"'483899504003","YES","YES","YES"
"'484971503001","NO","NO","NO"
"'481139800001","YES","YES","YES"
"'484510013041","YES","YES","YES"
"'483750122002","YES","YES","YES"
"'484510017061","YES","YES","YES"
"'484510008012","YES","YES","NO"
"'481350016002","YES","YES","YES"
"'481350019004","YES","YES","YES"
"'481350028012","YES","NO","NO"
"'481872106031","NO","NO","NO"
"'481410033007","YES","YES","YES"
"'484930002011","NO","NO","NO"
"'483550034011","YES","YES","YES"
"'483550031013","YES","YES","YES"
"'480291817201","YES","YES","YES"
"'481410037023","YES","YES","YES"
"'482150241092","YES","YES","YES"
"'482150237002","YES","YES","YES"
"'483250004011","YES","YES","YES"
"'483439503002","YES","YES","YES"
"'480850316592","YES","YES","YES"
"'480850305182","YES","YES","YES"
"'481799504004","YES","YES","YES"
"'480970004001","NO","NO","NO"
"'484790011012","YES","YES","YES"
"'484530014023","YES","YES","YES"
"'484530016035","YES","YES","YES"
"'484530019172","YES","YES","NO"
"'482499504001","YES","YES","YES"
"'483459501001","NO","NO","NO"
"'480291817311","YES","YES","YES"
"'484530014011","YES","YES","YES"
"'480291215043","YES","YES","YES"
"'480291414021","YES","YES","YES"
"'483550025002","YES","YES","YES"
"'483550030022","YES","YES","YES"
"'484090112001","NO","NO","NO"
"'484530019103","YES","YES","YES"
"'483217301003","YES","YES","YES"
"'484817401003","YES","YES","YES"
"'484530024031","YES","YES","YES"
"'480270224034","YES","YES","YES"
"'480291919005","YES","YES","YES"
"'480270219012","YES","YES","YES"
"'484530019162","YES","NO","NO"
"'480291820021","NO","NO","NO"
"'481677232002","YES","NO","NO"
"'481677244001","YES","YES","YES"
"'484910205072","YES","YES","YES"
"'484090111002","YES","YES","NO"
"'484090113003","YES","YES","YES"
"'484690016053","YES","YES","YES"
"'484391138152","YES","YES","YES"
"'481210217202","YES","YES","YES"
"'480850310082","NO","NO","NO"
"'484230021021","NO","NO","NO"
"'484599506002","NO","NO","NO"
"'482319616001","NO","NO","NO"
"'482015514003","YES","YES","YES"
"'482015331003","YES","YES","YES"
"'482015530021","YES","YES","YES"
"'482012108002","YES","YES","YES"
"'482012303001","YES","YES","YES"
"'480291620032","YES","YES","YES"
"'484530019173","YES","YES","YES"
"'480299800031","NO","NO","NO"
"'480291316152","YES","YES","YES"
"'482279508022","YES","NO","NO"
"'480410006033","YES","YES","YES"
"'480410016042","YES","YES","YES"
"'482659602001","YES","YES","YES"
"'480499506002","YES","YES","YES"
"'481350007003","YES","YES","YES"
"'480270222001","YES","YES","YES"
"'481130137181","YES","YES","YES"
"'481130106011","YES","YES","YES"
"'481130079061","YES","YES","YES"
"'481130136051","YES","YES","YES"
"'480291106001","YES","YES","YES"
"'484530021131","YES","YES","YES"
"'480291918111","YES","YES","YES"
"'481410102181","NO","NO","NO"
"'481410011102","YES","YES","YES"
"'482450117001","YES","YES","YES"
"'481576744032","YES","YES","YES"
"'482012407051","YES","YES","YES"
"'483290015001","YES","YES","YES"
"'483396903002","NO","NO","NO"
"'483396910001","YES","YES","YES"
"'482917001002","NO","NO","NO"
"'482917013004","NO","NO","NO"
"'481659501004","NO","NO","NO"
"'480270207021","YES","YES","YES"
"'480270212023","YES","YES","YES"
"'482012544001","YES","YES","YES"
"'482015523012","YES","YES","YES"
"'481410043183","YES","YES","YES"
"'481410001091","YES","YES","YES"
"'481410008005","YES","YES","YES"
"'483550027033","YES","YES","YES"
"'484410124001","YES","YES","YES"
"'484410134022","YES","YES","YES"
"'482030206031","NO","NO","NO"
"'483239505004","YES","YES","YES"
"'484459504003","YES","YES","YES"
"'482559702004","NO","NO","NO"
"'481576736002","YES","YES","YES"
"'484971506032","YES","YES","NO"
"'480291818252","YES","YES","YES"
"'481159505003","YES","YES","YES"
"'480291303001","YES","YES","YES"
"'480291601003","YES","YES","YES"
"'483290017002","YES","YES","YES"
"'484299503002","YES","YES","NO"
"'481130164091","YES","YES","YES"
"'481130141211","YES","YES","YES"
"'480291413003","YES","YES","YES"
"'480291213001","YES","YES","YES"
"'480291211161","YES","YES","YES"
"'480291207015","YES","YES","YES"
"'482150246002","YES","YES","YES"
"'482150215002","YES","YES","YES"
"'481830004022","YES","YES","YES"
"'481830013005","YES","YES","YES"
"'481830101001","NO","NO","NO"
"'484771703002","NO","NO","NO"
"'481130181103","YES","YES","YES"
"'481130185012","YES","YES","YES"
"'481130190131","YES","YES","YES"
"'481130015042","YES","YES","YES"
"'481130078101","YES","YES","YES"
"'481130091012","YES","YES","YES"
"'481130122112","YES","YES","YES"
"'481130071025","YES","YES","YES"
"'481130004012","YES","YES","YES"
"'481130050002","YES","YES","YES"
"'481130166172","YES","YES","YES"
"'481130088012","YES","YES","YES"
"'481130078092","YES","YES","YES"
"'481130205002","YES","YES","YES"
"'483539501001","NO","NO","NO"
"'484759502004","YES","YES","YES"
"'481130181281","YES","YES","YES"
"'481130055001","YES","YES","YES"
"'481130178082","YES","YES","YES"
"'481130190234","YES","YES","YES"
"'481130166201","YES","YES","YES"
"'481130168023","YES","YES","YES"
"'481130196002","YES","YES","YES"
"'481130154042","YES","YES","YES"
"'480913106102","NO","NO","NO"
"'482013116003","YES","YES","YES"
"'480396642001","YES","YES","YES"
"'484230015022","NO","NO","NO"
"'480970002002","NO","NO","NO"
"'481799501002","NO","NO","NO"
"'480610134021","YES","YES","YES"
"'481130169033","NO","NO","NO"
"'484391141132","YES","YES","NO"
"'483090014021","YES","NO","NO"
"'481810011012","NO","NO","NO"
"'482150220104","YES","YES","YES"
"'484530420001","YES","YES","YES"
"'480913108031","NO","NO","NO"
"'482450020001","YES","YES","YES"
"'484910205121","YES","YES","YES"
"'482015549041","YES","YES","YES"
"'480190003011","NO","NO","NO"
"'480850316772","YES","YES","YES"
"'484391113041","YES","YES","YES"
"'480239503021","NO","NO","NO"
"'483419501001","NO","NO","NO"
"'483579503001","YES","NO","NO"
"'484359503001","NO","NO","NO"
"'480396606142","YES","YES","YES"
"'484530326002","YES","YES","YES"
"'480050008001","NO","NO","NO"
"'483239502093","YES","YES","YES"
"'481130017032","YES","YES","YES"
"'480291817291","YES","YES","YES"
"'484519800001","NO","NO","NO"
"'482015430091","YES","YES","YES"
"'483750143003","NO","NO","NO"
"'481130173142","YES","YES","YES"
"'482150242043","YES","YES","NO"
"'483550031015","YES","YES","YES"
"'481210216553","YES","YES","YES"
"'481539506005","NO","NO","NO"
"'484530407004","YES","YES","YES"
"'482012414002","YES","YES","YES"
"'484391220023","YES","YES","YES"
"'482917008012","NO","NO","NO"
"'483879506002","YES","NO","NO"
"'482150217043","YES","YES","YES"
"'483970401031","YES","YES","YES"
"'483550019062","YES","YES","YES"
"'484410135012","NO","NO","NO"
"'483090016005","YES","YES","YES"
"'484910216032","NO","NO","NO"
"'481519503001","NO","NO","NO"
"'480610105002","YES","YES","YES"
"'481130192143","YES","YES","YES"
"'482150242101","YES","NO","NO"
"'481810011032","YES","NO","NO"
"'484910204103","YES","YES","YES"
"'484717904013","NO","NO","NO"
"'481130003003","YES","YES","YES"
"'481130172031","YES","YES","YES"
"'480396606141","YES","YES","YES"
"'480157603011","NO","NO","NO"
"'483396938001","YES","YES","YES"
"'484910204111","YES","YES","YES"
"'482012107001","YES","YES","YES"
"'482012504033","YES","YES","YES"
"'483671404092","YES","YES","YES"
"'481872105131","YES","YES","NO"
"'482150241082","YES","YES","YES"
"'480913103023","YES","YES","YES"
"'483396905032","YES","YES","YES"
"'480539607013","YES","YES","YES"
"'483239504003","YES","YES","YES"
"'483630009001","YES","YES","YES"
"'482014224052","YES","YES","YES"
"'480050001041","NO","NO","NO"
"'480291817313","YES","YES","YES"
"'480410010012","YES","YES","YES"
"'483750154001","YES","YES","YES"
"'480850318121","YES","YES","YES"
"'480610104042","YES","YES","YES"
"'480396606051","YES","YES","YES"
"'484530430002","YES","YES","YES"
"'480610125131","YES","NO","NO"
"'481677201004","YES","YES","YES"
"'480291217013","YES","YES","YES"
"'482211602131","YES","YES","YES"
"'482139511021","NO","NO","NO"
"'480291910065","YES","YES","YES"
"'484679507003","YES","YES","NO"
"'483610219022","YES","YES","YES"
"'480291817261","YES","YES","YES"
"'480299800011","NO","NO","NO"
"'484510008023","YES","YES","YES"
"'480610103032","NO","NO","NO"
"'484530367002","YES","YES","YES"
"'483610216001","NO","NO","NO"
"'482014317021","YES","YES","YES"
"'480410020202","NO","NO","NO"
"'481130136091","YES","YES","YES"
"'483750106001","YES","YES","YES"
"'484771702013","YES","YES","YES"
"'483732102052","NO","NO","NO"
"'484391132174","YES","YES","YES"
"'482179601001","YES","YES","YES"
"'481872105122","YES","NO","NO"
"'484019505014","NO","NO","NO"
"'483839501001","NO","NO","NO"
"'483090008002","YES","YES","YES"
"'483970402011","NO","NO","NO"
"'480259502031","NO","NO","NO"
"'482013227012","YES","YES","YES"
"'482450070021","YES","YES","YES"
"'484790017261","YES","YES","YES"
"'484971505003","NO","NO","NO"
"'482150235281","YES","YES","YES"
"'482511304193","NO","NO","NO"
"'482012509011","YES","YES","YES"
"'481350030032","NO","NO","NO"
"'481677218003","NO","NO","NO"
"'483970401032","YES","YES","NO"
"'482015501021","YES","YES","YES"
"'482014549012","YES","YES","YES"
"'480850308011","YES","YES","YES"
"'484910203451","YES","YES","YES"
"'480850316214","YES","YES","YES"
"'480396633001","YES","YES","YES"
"'483750118004","YES","YES","YES"
"'481130165271","YES","YES","YES"
"'483550017031","YES","YES","YES"
"'480270222002","YES","YES","YES"
"'484391046052","YES","YES","YES"
"'483550056054","YES","YES","YES"
"'482150245012","YES","NO","NO"
"'482014102011","YES","YES","YES"
"'484817409011","NO","NO","NO"
"'482012305003","YES","YES","YES"
"'480259503004","YES","YES","YES"
"'480270224021","YES","YES","YES"
"'484391113093","YES","YES","YES"
"'480291412005","YES","YES","YES"
"'482511304152","YES","YES","YES"
"'482511302172","YES","YES","YES"
"'482030203011","YES","NO","NO"
"'481130050001","YES","YES","YES"
"'481872107151","YES","YES","YES"
"'484790018193","YES","NO","NO"
"'484279506011","YES","YES","YES"
"'482939703002","NO","NO","NO"
"'481810015001","YES","YES","YES"
"'482150205073","YES","YES","YES"
"'481350019003","YES","YES","YES"
"'482015109021","YES","YES","YES"
"'481610009002","NO","NO","NO"
"'481410104111","YES","YES","YES"
"'482511302182","YES","YES","YES"
"'481677214011","YES","YES","YES"
"'484391012011","YES","YES","YES"
"'482013415014","YES","YES","YES"
"'482015544061","YES","YES","YES"
"'482015540022","YES","YES","YES"
"'482013324003","YES","YES","YES"
"'483699503001","NO","NO","NO"
"'480139604033","YES","YES","NO"
"'480291316012","YES","NO","NO"
"'481210215352","YES","YES","YES"
"'484499503021","NO","NO","NO"
"'480410020102","NO","NO","NO"
"'482012319002","YES","YES","YES"
"'481130037002","YES","YES","YES"
"'481830101004","NO","NO","NO"
"'480990101013","NO","NO","NO"
"'482770008004","NO","NO","NO"
"'480270219081","NO","NO","NO"
"'484072001041","YES","NO","NO"
"'480139606021","NO","NO","NO"
"'484391115642","YES","YES","YES"
