"GEOID","HighSewer","MedSewer","LowSewer"
"'360610165001","YES","YES","YES"
"'360471098002","YES","YES","YES"
"'360470874012","YES","YES","YES"
"'360810025001","YES","YES","YES"
"'360810291003","YES","YES","YES"
"'360810457002","YES","YES","YES"
"'360810466001","YES","YES","YES"
"'360810471001","YES","YES","YES"
"'360550115052","NO","NO","NO"
"'360191002002","NO","NO","NO"
"'360070121023","YES","YES","YES"
"'360290096011","YES","YES","YES"
"'360290132023","YES","YES","NO"
"'360290148051","NO","NO","NO"
"'360811181001","YES","YES","YES"
"'360810044012","YES","YES","YES"
"'360811571016","YES","YES","YES"
"'360050184002","YES","YES","YES"
"'360810361002","YES","YES","YES"
"'360670118004","YES","YES","YES"
"'361031585053","YES","YES","YES"
"'361031111031","YES","YES","YES"
"'360450604012","NO","NO","NO"
"'361190125021","NO","NO","NO"
"'360670059001","YES","YES","YES"
"'360670108003","YES","YES","YES"
"'360670152011","YES","YES","YES"
"'360670142001","YES","YES","YES"
"'360450617003","NO","NO","NO"
"'360594103005","YES","YES","YES"
"'360594078011","YES","YES","YES"
"'360594043002","YES","YES","YES"
"'360110414002","YES","YES","YES"
"'360270900001","NO","NO","NO"
"'360290150013","NO","NO","NO"
"'360690521021","NO","NO","NO"
"'361119544021","NO","NO","NO"
"'361031103004","YES","YES","YES"
"'361190126005","NO","NO","NO"
"'360010128001","YES","YES","YES"
"'360319610023","NO","NO","NO"
"'360550007002","YES","YES","YES"
"'360070133044","YES","YES","YES"
"'360594161004","YES","YES","YES"
"'361219711002","NO","NO","NO"
"'360099610004","NO","NO","NO"
"'361019629002","NO","NO","NO"
"'360550135081","YES","YES","NO"
"'360811571018","YES","YES","YES"
"'360730403001","NO","NO","NO"
"'360271901022","NO","NO","NO"
"'360610100001","YES","YES","YES"
"'360050224011","YES","YES","YES"
"'360359706021","NO","NO","NO"
"'361190005011","YES","YES","YES"
"'360810172001","YES","YES","YES"
"'360290053001","YES","YES","YES"
"'360593004001","YES","YES","YES"
"'360594127002","YES","YES","YES"
"'360050365022","YES","YES","YES"
"'360050199005","YES","YES","YES"
"'360810775002","YES","YES","YES"
"'360530311001","NO","NO","NO"
"'361170201061","YES","NO","NO"
"'361031456021","YES","YES","YES"
"'360670023002","YES","YES","YES"
"'360957408002","NO","NO","NO"
"'360593032044","YES","YES","YES"
"'360630234041","YES","YES","NO"
"'360550144003","YES","YES","YES"
"'361130707013","YES","YES","YES"
"'360811451022","YES","YES","YES"
"'360470549002","YES","YES","YES"
"'361170216002","NO","NO","NO"
"'360999505003","NO","NO","NO"
"'360179706013","NO","NO","NO"
"'360790114004","YES","NO","NO"
"'360039510003","NO","NO","NO"
"'360750203031","NO","NO","NO"
"'360894926003","NO","NO","NO"
"'360450605004","NO","NO","NO"
"'360810660001","YES","YES","YES"
"'360670112022","YES","YES","YES"
"'360270300002","NO","NO","NO"
"'360050373003","YES","YES","YES"
"'360550130052","YES","YES","YES"
"'360610110006","YES","YES","YES"
"'360470213002","YES","YES","YES"
"'361031352091","YES","YES","YES"
"'360811227032","YES","YES","YES"
"'360810664032","YES","YES","YES"
"'360870101012","YES","YES","NO"
"'360810884001","YES","YES","YES"
"'360610317033","YES","YES","YES"
"'360810464001","YES","YES","YES"
"'360710102001","YES","YES","YES"
"'360750210012","NO","NO","NO"
"'360099607042","NO","NO","NO"
"'360099613012","NO","NO","NO"
"'360099613021","YES","YES","YES"
"'360594091003","YES","YES","YES"
"'360210004022","NO","NO","NO"
"'360595182032","YES","NO","NO"
"'360319612011","NO","NO","NO"
"'360130306003","YES","YES","YES"
"'360150101001","NO","NO","NO"
"'360259704022","YES","YES","YES"
"'360379512002","YES","YES","YES"
"'360670151003","YES","YES","YES"
"'360290143001","YES","YES","YES"
"'360290155031","NO","NO","NO"
"'360319608003","NO","NO","NO"
"'360810954001","YES","YES","YES"
"'360810665012","YES","YES","YES"
"'360810779061","YES","YES","YES"
"'361031122131","YES","YES","YES"
"'360595182041","YES","YES","YES"
"'360593039004","YES","YES","YES"
"'361190126002","YES","NO","NO"
"'360810934023","YES","YES","YES"
"'360810998021","YES","YES","YES"
"'360811483000","NO","NO","NO"
"'360830410001","YES","YES","YES"
"'361031585052","YES","YES","YES"
"'361031583182","YES","YES","YES"
"'361032009012","YES","NO","NO"
"'360594117004","YES","YES","YES"
"'360379503021","NO","NO","NO"
"'360010143041","NO","NO","NO"
"'360670043011","YES","YES","YES"
"'360270701012","NO","NO","NO"
"'361031117041","YES","YES","YES"
"'360594116001","YES","YES","YES"
"'361190033001","YES","YES","YES"
"'360610007007","YES","YES","YES"
"'361031908011","YES","YES","YES"
"'360550153041","YES","YES","YES"
"'360510309002","YES","YES","YES"
"'360470572001","YES","YES","YES"
"'360359714003","NO","NO","NO"
"'361190064001","YES","YES","YES"
"'360290157001","NO","NO","NO"
"'360910614011","NO","NO","NO"
"'360550048003","YES","YES","YES"
"'360272209012","YES","YES","YES"
"'360550143021","YES","YES","YES"
"'361031355001","YES","YES","YES"
"'360790113002","YES","YES","YES"
"'360290044013","YES","YES","YES"
"'360130369022","NO","NO","NO"
"'360290172001","YES","YES","YES"
"'361170203023","YES","YES","NO"
"'360290148011","YES","YES","NO"
"'360050462082","YES","YES","YES"
"'360810156002","YES","YES","YES"
"'360270604002","YES","YES","YES"
"'360670021011","YES","YES","YES"
"'360050031001","YES","YES","YES"
"'360830520043","NO","NO","NO"
"'361019602002","NO","NO","NO"
"'361190026002","YES","YES","YES"
"'361070207013","NO","NO","NO"
"'360470347003","YES","YES","YES"
"'360650243013","YES","YES","NO"
"'361190149013","YES","NO","NO"
"'361190113004","YES","YES","NO"
"'360290136001","YES","YES","YES"
"'361170216003","NO","NO","NO"
"'360270502053","NO","NO","NO"
"'360050041002","YES","YES","YES"
"'360594158025","YES","YES","YES"
"'360530302002","NO","NO","NO"
"'360191039005","NO","NO","NO"
"'360290123002","YES","YES","YES"
"'360130366001","YES","YES","NO"
"'360259703001","NO","NO","NO"
"'360110411021","NO","NO","NO"
"'361170207001","YES","YES","YES"
"'360594080003","YES","YES","YES"
"'361031469022","YES","YES","YES"
"'361190145004","YES","YES","YES"
"'360070018002","YES","YES","YES"
"'360810108001","YES","YES","YES"
"'360239709001","YES","YES","YES"
"'360179706022","NO","NO","NO"
"'360290109023","YES","YES","YES"
"'360379503011","NO","NO","NO"
"'360830414001","YES","YES","YES"
"'360319612022","YES","YES","YES"
"'360271600041","NO","NO","NO"
"'360690501043","NO","NO","NO"
"'360070005001","YES","YES","YES"
"'360650221001","YES","YES","YES"
"'360670148003","NO","NO","NO"
"'360670132001","YES","YES","YES"
"'360610037002","YES","YES","YES"
"'360550112032","YES","YES","YES"
"'360595196011","YES","YES","YES"
"'360810869001","YES","YES","YES"
"'360610183006","YES","YES","YES"
"'360710130001","YES","YES","YES"
"'360979501001","NO","NO","NO"
"'360850011001","YES","YES","YES"
"'360650247002","NO","NO","NO"
"'360850146062","YES","YES","YES"
"'360130372003","YES","YES","NO"
"'360730407021","YES","YES","YES"
"'360450608031","YES","YES","NO"
"'360050276001","NO","NO","NO"
"'361219708001","NO","NO","NO"
"'360290009001","YES","YES","YES"
"'360070133043","YES","YES","YES"
"'360595198021","YES","YES","YES"
"'361031115071","YES","YES","YES"
"'361059501001","NO","NO","NO"
"'360110410022","NO","NO","NO"
"'361190031002","YES","YES","YES"
"'360610219001","YES","YES","YES"
"'361190096001","YES","YES","YES"
"'360510301003","NO","NO","NO"
"'360470565003","YES","YES","YES"
"'360690506011","NO","NO","NO"
"'360670124001","YES","YES","YES"
"'360690522001","NO","NO","NO"
"'360710118022","NO","NO","NO"
"'360039508003","NO","NO","NO"
"'360290089001","YES","YES","YES"
"'360670107002","YES","YES","YES"
"'360670054002","YES","YES","YES"
"'360811507012","YES","YES","YES"
"'360290149012","YES","YES","NO"
"'360710146013","YES","YES","NO"
"'360130374003","NO","NO","NO"
"'361031231022","YES","YES","YES"
"'360593010001","YES","YES","YES"
"'360259705012","NO","NO","NO"
"'360670130004","YES","YES","YES"
"'361150810011","NO","NO","NO"
"'360811161001","YES","YES","YES"
"'360530307013","NO","NO","NO"
"'360750205011","NO","NO","NO"
"'360710132012","YES","YES","YES"
"'360810135001","YES","YES","YES"
"'360470828001","YES","YES","YES"
"'361031583171","YES","YES","YES"
"'360070014021","YES","YES","YES"
"'360710105012","YES","YES","YES"
"'360710150101","YES","YES","YES"
"'360010018042","YES","YES","NO"
"'361119550011","NO","NO","NO"
"'360910602003","YES","YES","YES"
"'361119517005","YES","YES","YES"
"'360191042003","NO","NO","NO"
"'360750215042","NO","NO","NO"
"'360610151024","YES","YES","YES"
"'361190097023","YES","YES","YES"
"'360690501041","YES","YES","YES"
"'360470092021","YES","YES","YES"
"'360470892004","YES","YES","YES"
"'360595190006","YES","YES","YES"
"'360830524063","YES","YES","YES"
"'360290069041","YES","YES","YES"
"'360290108043","YES","YES","YES"
"'360850177014","YES","YES","YES"
"'360850040022","YES","YES","YES"
"'360050093013","YES","YES","YES"
"'360050302024","YES","YES","YES"
"'360050216026","YES","YES","YES"
"'360050462051","YES","YES","YES"
"'360775904011","NO","NO","NO"
"'360775907012","NO","NO","NO"
"'360390811014","NO","NO","NO"
"'360099622004","NO","NO","NO"
"'360790102012","NO","NO","NO"
"'360510308004","NO","NO","NO"
"'361170203031","NO","NO","NO"
"'360290152021","NO","NO","NO"
"'360290109022","YES","YES","YES"
"'360630240015","NO","NO","NO"
"'360594147001","YES","YES","YES"
"'360810271012","YES","YES","YES"
"'360595206005","YES","YES","YES"
"'360470302002","YES","YES","YES"
"'360830521032","NO","NO","NO"
"'360050458004","YES","YES","YES"
"'360610279002","YES","YES","YES"
"'360810196002","YES","YES","YES"
"'360594111002","YES","YES","YES"
"'360470916002","YES","YES","YES"
"'360110401021","NO","NO","NO"
"'361170217002","NO","NO","NO"
"'360570722001","NO","NO","NO"
"'361119521004","YES","YES","YES"
"'360670147003","YES","YES","YES"
"'360050426001","YES","YES","YES"
"'360594124002","YES","YES","YES"
"'360290135023","YES","YES","YES"
"'360470802001","YES","YES","YES"
"'360594152011","YES","YES","YES"
"'360470023003","YES","YES","YES"
"'361190147032","YES","YES","YES"
"'360470458002","YES","YES","YES"
"'361059506003","NO","NO","NO"
"'360379501004","NO","NO","NO"
"'360050335002","YES","YES","YES"
"'361031243022","YES","YES","YES"
"'360290152022","YES","YES","YES"
"'360290133003","YES","YES","YES"
"'360050334001","NO","NO","NO"
"'360830519012","NO","NO","NO"
"'360290140001","YES","YES","YES"
"'360550121001","YES","YES","YES"
"'360670021013","YES","YES","YES"
"'361119546002","NO","NO","NO"
"'360150103012","NO","NO","NO"
"'361031588023","YES","YES","YES"
"'360811579023","YES","YES","YES"
"'360179707001","NO","NO","NO"
"'360010143031","YES","YES","YES"
"'360450603021","NO","NO","NO"
"'360910622003","YES","YES","YES"
"'360550148031","NO","NO","NO"
"'361130706043","NO","NO","NO"
"'360810542002","YES","YES","YES"
"'360039504023","NO","NO","NO"
"'360810548002","YES","YES","YES"
"'360610089005","YES","YES","YES"
"'360130364022","NO","NO","NO"
"'360130305002","YES","YES","YES"
"'361059513022","YES","NO","NO"
"'360775901021","NO","NO","NO"
"'360379509001","YES","YES","YES"
"'360470516011","YES","YES","YES"
"'360271000001","NO","NO","NO"
"'360270300001","NO","NO","NO"
"'360270702013","YES","YES","YES"
"'360470798011","YES","YES","YES"
"'360811621001","YES","YES","YES"
"'360810269013","YES","YES","YES"
"'360810580001","YES","YES","YES"
"'360650209001","YES","YES","YES"
"'361031907131","NO","NO","NO"
"'360339507012","NO","NO","NO"
"'360050318002","YES","YES","YES"
"'360290147032","NO","NO","NO"
"'360710152021","YES","YES","YES"
"'361190122013","YES","YES","YES"
"'360470580002","YES","YES","YES"
"'360550077003","YES","YES","YES"
"'360810499002","YES","YES","YES"
"'360010142023","YES","YES","YES"
"'360930320006","YES","YES","YES"
"'361070207022","NO","NO","NO"
"'360550150005","NO","NO","NO"
"'360290037001","YES","YES","YES"
"'360811451021","YES","YES","YES"
"'360870121072","YES","YES","YES"
"'360811008012","YES","YES","YES"
"'360594142023","YES","YES","YES"
"'360670101001","YES","NO","NO"
"'361190109022","YES","YES","YES"
"'360670145002","YES","YES","YES"
"'360570705001","YES","YES","YES"
"'361190022043","YES","YES","YES"
"'360810144001","YES","YES","YES"
"'361019617002","NO","NO","NO"
"'361019604004","NO","NO","NO"
"'361170205001","NO","NO","NO"
"'360430115031","NO","NO","NO"
"'360594121004","YES","YES","YES"
"'361190082001","YES","YES","YES"
"'360550118003","YES","YES","YES"
"'360594167023","YES","YES","YES"
"'360550035002","YES","YES","YES"
"'361031583261","YES","YES","YES"
"'360593033012","YES","YES","YES"
"'361190077004","YES","YES","YES"
"'360379514001","NO","NO","NO"
"'360670135004","YES","YES","YES"
"'360830524061","YES","YES","YES"
"'361070207031","YES","YES","YES"
"'360690519002","YES","YES","YES"
"'360710122003","NO","NO","NO"
"'361119548001","YES","YES","YES"
"'360010134003","YES","YES","YES"
"'360594049013","YES","YES","YES"
"'360430104003","NO","NO","NO"
"'360610236005","YES","YES","YES"
"'360050027022","YES","YES","YES"
"'360710145022","NO","NO","NO"
"'361031585133","YES","YES","YES"
"'360894902004","YES","YES","YES"
"'360290068021","YES","YES","YES"
"'360270200032","YES","YES","YES"
"'360270900002","NO","NO","NO"
"'360470185012","YES","YES","YES"
"'360470325003","YES","YES","YES"
"'360470363002","YES","YES","YES"
"'360594098003","YES","YES","YES"
"'360150105002","YES","YES","YES"
"'360550016002","YES","YES","YES"
"'360594101001","YES","YES","YES"
"'361119509002","NO","NO","NO"
"'361119549001","NO","NO","NO"
"'360870126004","YES","YES","YES"
"'360870119011","YES","YES","YES"
"'360271405003","YES","YES","YES"
"'360271901021","YES","YES","NO"
"'360272103014","YES","YES","YES"
"'360270701011","NO","NO","NO"
"'360471058013","YES","YES","YES"
"'360471144004","YES","YES","YES"
"'360810158012","YES","YES","YES"
"'360610055013","YES","YES","YES"
"'360670119003","NO","NO","NO"
"'361019618003","NO","NO","NO"
"'360670124003","YES","YES","YES"
"'360670156011","NO","NO","NO"
"'361031475041","YES","YES","YES"
"'360471142021","YES","YES","YES"
"'360810711004","YES","YES","YES"
"'360810809004","YES","YES","YES"
"'360593042042","YES","YES","YES"
"'360594078013","YES","YES","YES"
"'360594097004","YES","YES","YES"
"'360810253012","YES","YES","YES"
"'360810329003","YES","YES","YES"
"'360810437023","YES","YES","YES"
"'360210016003","NO","NO","NO"
"'360070126003","NO","NO","NO"
"'361031101011","NO","NO","NO"
"'360594072032","YES","YES","YES"
"'360594120005","YES","YES","YES"
"'361059524002","NO","NO","NO"
"'360271500031","YES","YES","NO"
"'360290152011","NO","NO","NO"
"'360039503001","NO","NO","NO"
"'361031906063","YES","NO","NO"
"'360710141012","YES","YES","YES"
"'360290142062","NO","NO","NO"
"'360290142093","YES","YES","YES"
"'360050217002","YES","YES","YES"
"'360050229015","YES","YES","YES"
"'360039508002","NO","NO","NO"
"'360050328004","YES","YES","YES"
"'360050425006","YES","YES","YES"
"'360290054001","YES","YES","YES"
"'360110417004","YES","YES","YES"
"'360750210011","NO","NO","NO"
"'360790103001","YES","YES","YES"
"'360470543001","YES","YES","YES"
"'360999510003","NO","NO","NO"
"'361031583041","YES","YES","YES"
"'361031583183","YES","YES","YES"
"'361031595112","YES","YES","YES"
"'360594168021","YES","YES","YES"
"'360595183003","YES","YES","YES"
"'360595200015","YES","YES","YES"
"'360570702001","YES","NO","NO"
"'360430113021","NO","NO","NO"
"'360790119004","NO","NO","NO"
"'360290050002","YES","YES","YES"
"'360730405002","YES","YES","YES"
"'360290042005","YES","YES","YES"
"'360430102022","NO","NO","NO"
"'360670122001","YES","YES","YES"
"'361019617003","NO","NO","NO"
"'360790110002","NO","NO","NO"
"'360593035004","YES","YES","YES"
"'360690502033","YES","YES","YES"
"'360470164001","YES","YES","YES"
"'360470020001","YES","YES","YES"
"'360550145043","YES","YES","YES"
"'360150106001","NO","NO","NO"
"'360830522012","NO","NO","NO"
"'360150101002","NO","NO","NO"
"'360850075003","YES","YES","YES"
"'360810269014","YES","YES","YES"
"'361190141005","YES","YES","YES"
"'360670140002","YES","YES","YES"
"'360850138001","YES","YES","YES"
"'361190059021","YES","YES","YES"
"'361170217003","NO","NO","NO"
"'360594148001","YES","YES","YES"
"'360650247001","NO","NO","NO"
"'360595187001","YES","YES","YES"
"'361019620001","NO","NO","NO"
"'360070007004","YES","YES","YES"
"'360670152031","YES","YES","YES"
"'361059512023","YES","YES","NO"
"'360290149032","NO","NO","NO"
"'361019610002","NO","NO","NO"
"'360594061001","YES","YES","YES"
"'360470806001","YES","YES","YES"
"'360650241022","NO","NO","NO"
"'361231502001","NO","NO","NO"
"'360594121001","YES","YES","YES"
"'360870133002","YES","YES","YES"
"'360690510012","YES","YES","YES"
"'360811010020","NO","NO","NO"
"'361190148102","YES","YES","YES"
"'360870130032","NO","NO","NO"
"'360810083002","YES","YES","YES"
"'361190021044","YES","YES","YES"
"'360610223014","YES","YES","YES"
"'360810607011","NO","NO","NO"
"'360470453001","YES","YES","YES"
"'360470902001","YES","YES","YES"
"'360979505002","NO","NO","NO"
"'360470345001","YES","YES","YES"
"'361031122112","YES","YES","YES"
"'361219710001","NO","NO","NO"
"'361031595141","YES","YES","YES"
"'360930331022","NO","NO","NO"
"'360930320007","YES","YES","YES"
"'361119534001","YES","YES","NO"
"'360470774002","YES","YES","YES"
"'360594062024","YES","YES","YES"
"'360690501032","YES","YES","YES"
"'360050444004","YES","YES","YES"
"'360050039005","YES","YES","YES"
"'360430113023","NO","NO","NO"
"'360179708021","NO","NO","NO"
"'360710109024","NO","NO","NO"
"'360710145023","NO","NO","NO"
"'361170208003","YES","YES","YES"
"'361170214003","YES","YES","NO"
"'360850291044","YES","YES","YES"
"'360130369012","NO","NO","NO"
"'360010146082","YES","YES","YES"
"'360894917004","NO","NO","NO"
"'360750213001","NO","NO","NO"
"'360750216051","YES","YES","YES"
"'360750208001","NO","NO","NO"
"'360630206002","YES","YES","YES"
"'360630229022","YES","YES","YES"
"'360550141041","YES","YES","YES"
"'360594138041","YES","YES","YES"
"'361190086023","YES","YES","YES"
"'360050239004","YES","YES","YES"
"'360050251005","YES","YES","YES"
"'360850277051","YES","YES","YES"
"'360850319012","YES","YES","YES"
"'360050399013","YES","YES","YES"
"'360050405021","YES","YES","YES"
"'360130364012","NO","NO","NO"
"'360630245021","NO","NO","NO"
"'360550147004","NO","NO","NO"
"'360550111001","YES","YES","YES"
"'361199830001","YES","YES","YES"
"'360810793001","NO","NO","NO"
"'360810907000","NO","NO","NO"
"'360050147022","YES","YES","YES"
"'360630245011","YES","YES","YES"
"'360630240012","NO","NO","NO"
"'360630241022","NO","NO","NO"
"'361031110023","YES","YES","YES"
"'361031227052","YES","YES","YES"
"'360593022004","YES","YES","YES"
"'360593031022","YES","YES","YES"
"'360811385021","NO","NO","NO"
"'360830522035","NO","NO","NO"
"'361031120021","YES","YES","YES"
"'360050019032","YES","YES","YES"
"'360957408004","NO","NO","NO"
"'360810014003","YES","YES","YES"
"'360550132081","YES","YES","YES"
"'361019623021","YES","NO","NO"
"'360070005002","YES","YES","YES"
"'360471172011","YES","YES","YES"
"'360110401022","NO","NO","NO"
"'360150112005","NO","NO","NO"
"'360470416002","YES","YES","YES"
"'360050167001","YES","YES","YES"
"'360775904022","NO","NO","NO"
"'360471142022","YES","YES","YES"
"'360610263001","YES","YES","YES"
"'360750209041","NO","NO","NO"
"'360191038001","NO","NO","NO"
"'360670126004","YES","YES","YES"
"'360550143011","YES","YES","YES"
"'360610251002","YES","YES","YES"
"'361190071003","YES","YES","YES"
"'360470018021","YES","YES","YES"
"'360290044011","YES","YES","YES"
"'360510307021","YES","NO","NO"
"'361190108012","YES","YES","YES"
"'360070120001","NO","NO","NO"
"'360670169011","NO","NO","NO"
"'361119513003","YES","YES","NO"
"'360150102006","NO","NO","NO"
"'360750212011","NO","NO","NO"
"'360050074002","YES","YES","YES"
"'360130305001","YES","YES","YES"
"'360594156003","YES","YES","YES"
"'360390811021","YES","NO","NO"
"'360710101012","NO","NO","NO"
"'360850208053","YES","YES","YES"
"'360270602013","YES","YES","NO"
"'360319609022","NO","NO","NO"
"'361190114011","YES","YES","YES"
"'360593042021","YES","YES","YES"
"'360610044001","YES","YES","YES"
"'360670125003","YES","YES","YES"
"'360150109003","YES","YES","YES"
"'360894924011","NO","NO","NO"
"'360099606002","NO","NO","NO"
"'360593005001","YES","YES","YES"
"'360450609012","YES","NO","NO"
"'360810792001","YES","YES","YES"
"'360850018001","YES","YES","YES"
"'360850096012","YES","YES","YES"
"'361119501002","NO","NO","NO"
"'360550080001","YES","YES","YES"
"'360850170111","YES","YES","YES"
"'360610317043","YES","YES","YES"
"'361190128042","YES","YES","YES"
"'360130301004","YES","YES","YES"
"'360290092001","YES","YES","YES"
"'360811227034","YES","YES","YES"
"'360550021001","YES","YES","YES"
"'360870121151","YES","YES","YES"
"'360290091092","YES","YES","YES"
"'360670016001","YES","YES","YES"
"'361130780002","NO","NO","NO"
"'360470365021","YES","YES","YES"
"'360510301002","YES","YES","NO"
"'360930323002","YES","YES","YES"
"'360550146022","YES","NO","NO"
"'360290063011","YES","YES","YES"
"'360050414002","YES","YES","YES"
"'360910601043","YES","YES","YES"
"'361190090001","YES","YES","YES"
"'360070121013","YES","YES","YES"
"'360550122021","YES","YES","YES"
"'360290113003","YES","YES","YES"
"'361190107011","YES","YES","YES"
"'361190026001","YES","YES","YES"
"'360810792002","YES","YES","YES"
"'360690502052","YES","YES","YES"
"'361031347031","YES","YES","YES"
"'360850170123","YES","YES","YES"
"'360910613042","YES","YES","YES"
"'361031460053","YES","YES","YES"
"'360810179011","YES","YES","YES"
"'360050426005","YES","YES","YES"
"'360470902005","YES","YES","YES"
"'360670143003","YES","YES","YES"
"'360471160003","YES","YES","YES"
"'360810552001","YES","YES","YES"
"'360830409002","YES","YES","YES"
"'361031905042","YES","YES","YES"
"'360670111022","YES","YES","YES"
"'360450606021","YES","YES","YES"
"'360050386007","YES","YES","YES"
"'360270502052","NO","NO","NO"
"'361090018003","NO","NO","NO"
"'360670120004","NO","NO","NO"
"'360650250013","NO","NO","NO"
"'360775901012","NO","NO","NO"
"'360271300051","NO","NO","NO"
"'360050269003","YES","YES","YES"
"'360470067005","YES","YES","YES"
"'361019613002","NO","NO","NO"
"'360610200001","YES","YES","YES"
"'360530307021","NO","NO","NO"
"'361190121023","YES","YES","YES"
"'361119526002","NO","NO","NO"
"'360010142012","YES","YES","YES"
"'360811483002","YES","YES","YES"
"'360810939001","YES","YES","YES"
"'360470390001","YES","YES","YES"
"'360270701021","NO","NO","NO"
"'360070135001","YES","YES","YES"
"'360593005004","YES","YES","YES"
"'360610032001","YES","YES","YES"
"'360550065001","YES","YES","YES"
"'361031583062","YES","YES","YES"
"'360470408001","YES","YES","YES"
"'360930325041","NO","NO","NO"
"'360039508001","NO","NO","NO"
"'361119547001","NO","NO","NO"
"'360810039001","YES","YES","YES"
"'360470018010","YES","YES","YES"
"'360610106015","YES","YES","YES"
"'360470389001","YES","YES","YES"
"'360550117082","YES","YES","NO"
"'360999503003","NO","NO","NO"
"'360050163001","NO","NO","NO"
"'360850128051","YES","YES","YES"
"'360610218002","YES","YES","YES"
"'360830524051","YES","YES","YES"
"'360811113003","YES","YES","YES"
"'360999504003","YES","YES","YES"
"'360810972021","YES","YES","YES"
"'360319611002","NO","NO","NO"
"'361070202003","NO","NO","NO"
"'360010135121","YES","YES","YES"
"'360470608002","YES","YES","YES"
"'360710119001","NO","NO","NO"
"'360811579022","YES","YES","YES"
"'360850170162","YES","YES","YES"
"'361190084032","YES","YES","YES"
"'360070136002","YES","YES","YES"
"'361031697063","NO","NO","NO"
"'360430105013","YES","YES","YES"
"'360610303002","YES","YES","YES"
"'361190084045","YES","YES","YES"
"'360979503001","NO","NO","NO"
"'360594052004","YES","YES","YES"
"'360290158001","NO","NO","NO"
"'360810892011","YES","YES","YES"
"'360290137014","YES","YES","YES"
"'360810383021","YES","YES","YES"
"'360470992001","YES","YES","YES"
"'360379501002","NO","NO","NO"
"'360050286002","YES","YES","YES"
"'361170208001","NO","NO","NO"
"'360670004001","YES","YES","YES"
"'360593032041","YES","YES","YES"
"'360999504002","YES","YES","YES"
"'360379504022","NO","NO","NO"
"'360290030002","YES","YES","YES"
"'361031120011","YES","YES","YES"
"'360810279004","YES","YES","YES"
"'360830517021","YES","YES","YES"
"'360319612012","NO","NO","NO"
"'360810892017","YES","YES","YES"
"'361031122181","YES","YES","YES"
"'360979502001","NO","NO","NO"
"'361170212004","YES","YES","YES"
"'361031591031","YES","YES","YES"
"'360290083003","YES","YES","YES"
"'360130376001","NO","NO","NO"
"'360690517002","YES","YES","YES"
"'361031225021","YES","YES","YES"
"'360039402001","NO","NO","NO"
"'360430112002","NO","NO","NO"
"'360430109002","NO","NO","NO"
"'360910601021","YES","NO","NO"
"'360530305021","NO","NO","NO"
"'361059504002","NO","NO","NO"
"'361059505003","YES","YES","YES"
"'361190094003","YES","YES","YES"
"'361190024051","YES","YES","YES"
"'360450614002","YES","YES","YES"
"'360610291002","YES","YES","YES"
"'360610201022","YES","YES","YES"
"'360130359013","YES","YES","YES"
"'360290044012","YES","YES","YES"
"'360150108002","YES","YES","YES"
"'360290008003","YES","YES","YES"
"'360070122023","NO","NO","NO"
"'360999507003","NO","NO","NO"
"'360630209001","YES","YES","YES"
"'360594130022","YES","YES","YES"
"'360593007001","YES","YES","YES"
"'360650227012","YES","YES","YES"
"'360610222002","YES","YES","YES"
"'360550054003","YES","YES","YES"
"'360775911002","YES","YES","YES"
"'360630240013","NO","NO","NO"
"'360850021000","NO","NO","NO"
"'360550134021","NO","NO","NO"
"'360270501021","YES","YES","YES"
"'360150004002","YES","YES","YES"
"'360510311012","NO","NO","NO"
"'360239704003","NO","NO","NO"
"'360710128004","YES","YES","YES"
"'360790102022","NO","NO","NO"
"'360470101003","YES","YES","YES"
"'360050397002","YES","YES","YES"
"'360470277001","YES","YES","YES"
"'360471162002","YES","YES","YES"
"'361119519002","YES","YES","YES"
"'360150109004","YES","YES","YES"
"'360670102004","YES","YES","YES"
"'360070143023","YES","YES","YES"
"'360070136001","YES","YES","YES"
"'360710116013","NO","NO","NO"
"'360259702003","NO","NO","NO"
"'360710013002","YES","YES","YES"
"'360099618006","YES","YES","YES"
"'360099606004","NO","NO","NO"
"'360130369023","YES","YES","YES"
"'360070004001","YES","YES","YES"
"'360070121033","NO","NO","NO"
"'360610114021","YES","YES","YES"
"'360610199001","YES","YES","YES"
"'360610194003","YES","YES","YES"
"'360957402001","NO","NO","NO"
"'360957407001","NO","NO","NO"
"'360710102002","YES","YES","YES"
"'360710114001","NO","NO","NO"
"'360610183004","YES","YES","YES"
"'360610178001","YES","YES","YES"
"'361150890001","NO","NO","NO"
"'360179706012","NO","NO","NO"
"'360610018004","YES","YES","YES"
"'360610279003","YES","YES","YES"
"'360610075002","YES","YES","YES"
"'360930205006","YES","YES","YES"
"'360930209004","YES","YES","YES"
"'360930214003","YES","YES","YES"
"'360930325032","YES","YES","YES"
"'360650213012","YES","YES","YES"
"'360710123001","NO","NO","NO"
"'360775902021","NO","NO","NO"
"'360775909003","YES","YES","YES"
"'360210002002","NO","NO","NO"
"'360210016002","NO","NO","NO"
"'360210014003","NO","NO","NO"
"'361070203004","NO","NO","NO"
"'361070202004","NO","NO","NO"
"'360650239021","NO","NO","NO"
"'360319614001","NO","NO","NO"
"'360610083001","YES","YES","YES"
"'360610054002","YES","YES","YES"
"'360610028003","YES","YES","YES"
"'361031120012","YES","YES","YES"
"'361031458082","YES","YES","YES"
"'361031470013","YES","YES","YES"
