"GEOID","HS_SepCnt","HS_SepDn","MS_SepCnt","MS_SepDn","LS_SepCnt","LS_SepDn","AREA_SQKM"
"'010730007003",0,0,0,0,0,0,0.591
"'010730109004",0,0,0,0,0,0,0.508
"'010730119013",0,0,0,0,0,0,2.06
"'010730141052",0,0,0,0,0,0,0.499
"'010730133001",0,0,0,0,0,0,0.889
"'010730102003",0,0,0,0,0,0,0.498
"'010730103012",0,0,0,0,0,0,1.099
"'010730038033",0,0,0,0,0,0,0.575
"'010730038032",0,0,0,0,0,0,0.767
"'010730040005",0,0,0,0,0,0,0.423
"'010730105002",0,0,0,0,0,0,0.708
"'010730134004",0,0,0,0,0,0,0.664
"'010730136011",0,0,0,0,0,0,0.924
"'010730057022",0,0,0,0,0,0,0.497
"'010730104014",0,0,0,0,0,0,0.604
"'010730118043",0,0,0,0,0,0,0.693
"'010730019023",0,0,0,0,0,0,0.469
"'010730126021",0,0,0,0,0,0,1.643
"'010730003002",0,0,0,0,0,0,0.656
"'010730019022",0,0,0,0,0,0,0.498
"'010730047021",0,0,0,0,0,0,0.534
"'010730108012",0,0,0,0,0,0,1.064
"'010730107051",0,0,0,0,0,0,0.927
"'010730021003",0,0,0,0,0,0,0.324
"'010730021001",0,0,0,0,0,0,1.765
"'010950312002",0,0,859,64.142,859,64.142,13.392
"'010950308013",0,0,0,0,0,0,2.643
"'010970033012",0,0,0,0,0,0,0.673
"'010730049022",0,0,0,0,0,0,0.479
"'010719503022",0,0,0,0,0,0,3.596
"'010719502001",490,49.012,490,49.012,490,49.012,9.998
"'010439648003",0,0,0,0,0,0,4.73
"'010199560004",591,37.262,591,37.262,591,37.262,15.861
"'010550007001",0,0,0,0,0,0,0.943
"'010539707004",0,0,0,0,0,0,1.56
"'010730058001",0,0,0,0,0,0,0.718
"'011150402111",0,0,0,0,0,0,2.144
"'010950309032",0,0,0,0,0,0,3.06
"'010730008001",0,0,0,0,0,0,1.015
"'011010017001",0,0,0,0,0,0,1.08
"'011130303003",0,0,0,0,0,0,1.17
"'010970041001",0,0,0,0,0,0,0.807
"'011030002002",0,0,0,0,0,0,0.466
"'011030010002",0,0,0,0,0,0,1.536
"'011030004001",0,0,0,0,0,0,1.503
"'011030007002",0,0,0,0,0,0,0.675
"'011030009001",0,0,0,0,0,0,1.54
"'011030053032",0,0,0,0,0,0,1.294
"'011190115005",0,0,297,122.565,297,122.565,2.423
"'011270207001",666,51.005,666,51.005,666,51.005,13.058
"'011270209002",665,16.015,665,16.015,665,16.015,41.522
"'011250128001",0,0,0,0,0,0,1.28
"'011250128002",0,0,0,0,0,0,1.061
"'011250127001",0,0,0,0,0,0,2.316
"'011250104043",0,0,0,0,0,0,0.749
"'011250117011",0,0,0,0,0,0,0.701
"'011250102041",0,0,0,0,0,0,5.65
"'011250108042",0,0,0,0,0,0,1.517
"'010799796002",512,38.73,512,38.73,512,38.73,13.22
"'010799791001",524,7.661,524,7.661,524,7.661,68.394
"'010830205001",0,0,0,0,0,0,3.394
"'010539706002",0,0,0,0,0,0,0.862
"'010730040002",0,0,0,0,0,0,0.337
"'010150021012",0,0,0,0,0,0,0.517
"'011010015002",0,0,0,0,0,0,0.684
"'010970025012",0,0,0,0,0,0,0.64
"'011010054122",0,0,0,0,0,0,2.398
"'011010014003",0,0,0,0,0,0,0.833
"'011010029011",0,0,0,0,0,0,0.986
"'010890110212",0,0,0,0,0,0,4.953
"'010550110012",762,41.281,762,41.281,762,41.281,18.459
"'011250101052",816,4.164,816,4.164,816,4.164,195.962
"'010970004021",0,0,0,0,0,0,0.699
"'010730132001",0,0,0,0,0,0,0.511
"'010730126022",0,0,0,0,0,0,1.439
"'010690414001",506,61.305,506,61.305,506,61.305,8.254
"'010970068032",0,0,0,0,0,0,3.108
"'010730128052",0,0,0,0,0,0,3.17
"'011250106044",577,14.842,577,14.842,577,14.842,38.877
"'010730129162",0,0,0,0,0,0,2.691
"'010030107111",0,0,0,0,0,0,1.92
"'010730038021",0,0,0,0,0,0,0.842
"'010690411002",0,0,0,0,0,0,2.064
"'010730101003",0,0,0,0,0,0,0.897
"'010330203002",0,0,0,0,0,0,1.073
"'011010056094",0,0,0,0,0,0,1.601
"'010890029242",0,0,0,0,0,0,2.499
"'010890106252",0,0,0,0,0,0,4.001
"'011170303313",0,0,0,0,0,0,2.105
"'010730110043",0,0,0,0,0,0,4.387
"'011170302211",0,0,0,0,0,0,1.425
"'010830207001",0,0,0,0,0,0,1.569
"'010010205031",0,0,0,0,0,0,0.67
"'010970025011",0,0,0,0,0,0,0.747
"'010730031001",0,0,0,0,0,0,0.376
"'010210601041",358,50.958,358,50.958,358,50.958,7.025
"'010890108013",0,0,0,0,0,0,2.88
"'010730032002",0,0,0,0,0,0,0.495
"'010539707003",0,0,0,0,0,0,0.829
"'010399620003",0,0,0,0,0,0,1.605
"'010970029001",0,0,0,0,0,0,0.903
"'011010033014",0,0,0,0,0,0,1.191
"'010770103002",0,0,0,0,0,0,1.813
"'011010011001",0,0,0,0,0,0,1.094
"'010550004002",0,0,0,0,368,191.924,1.917
"'010970029003",0,0,0,0,0,0,1.96
"'010730144042",0,0,0,0,0,0,1.294
"'010970049002",0,0,0,0,0,0,1.104
"'010730047011",0,0,0,0,0,0,0.415
"'010150010002",0,0,0,0,685,199.399,3.435
"'011030009003",0,0,0,0,0,0,0.626
"'010010205032",0,0,0,0,0,0,1.162
"'010890023001",0,0,0,0,0,0,0.54
"'010970014001",0,0,0,0,0,0,0.655
"'011010002001",0,0,0,0,0,0,0.925
"'010730129111",0,0,0,0,0,0,2.306
"'010550105052",484,21.34,484,21.34,484,21.34,22.68
"'011250124041",0,0,0,0,0,0,3.335
"'010919729022",0,0,0,0,0,0,2.517
"'011056871003",348,6.824,348,6.824,348,6.824,50.995
"'011150402112",0,0,421,55.124,421,55.124,7.637
"'010970070004",561,45.632,561,45.632,561,45.632,12.294
"'010550112002",0,0,0,0,0,0,0.589
"'010970035011",0,0,0,0,0,0,2.18
"'010690402052",0,0,0,0,0,0,1.014
"'011010025002",0,0,0,0,0,0,0.555
"'010890112021",0,0,0,0,0,0,0.893
"'011210116003",710,15.067,710,15.067,710,15.067,47.124
"'010399620004",0,0,0,0,0,0,1.586
"'010150014003",0,0,0,0,471,118.466,3.976
"'010890031003",0,0,0,0,0,0,1.353
"'011150401042",0,0,0,0,0,0,2.324
"'011270203011",0,0,0,0,0,0,3.515
"'010550010001",0,0,0,0,0,0,1.597
"'010810404014",0,0,0,0,0,0,1.296
"'010010207001",0,0,0,0,0,0,2.834
"'010499607031",0,0,0,0,462,75.722,6.101
"'011010033042",0,0,0,0,0,0,1.24
"'011010054022",0,0,0,0,0,0,1.085
"'011250121012",0,0,0,0,0,0,1.512
"'011250120021",0,0,0,0,0,0,0.432
"'010070100061",334,9.367,334,9.367,334,9.367,35.656
"'010570204003",446,2.782,446,2.782,446,2.782,160.344
"'010730059102",0,0,0,0,0,0,1.069
"'010810405012",0,0,0,0,0,0,2.757
"'010730047014",0,0,0,0,0,0,0.154
"'010730049012",0,0,0,0,0,0,0.356
"'010890104062",678,46.908,678,46.908,678,46.908,14.454
"'011030001005",0,0,0,0,0,0,0.651
"'010479566003",0,0,0,0,0,0,0.638
"'010950308011",0,0,0,0,0,0,2.208
"'011130312001",765,3.018,765,3.018,765,3.018,253.469
"'011250118001",0,0,0,0,0,0,0.374
"'011091889003",0,0,0,0,0,0,1.089
"'010310113003",0,0,0,0,0,0,2.177
"'011010005003",0,0,0,0,0,0,0.39
"'010890022001",0,0,0,0,0,0,0.925
"'010890103042",478,27.159,478,27.159,478,27.159,17.6
"'010890106292",0,0,0,0,0,0,3.261
"'010810409042",0,0,0,0,0,0,1.412
"'010730112103",0,0,0,0,0,0,0.5
"'010730111153",0,0,0,0,0,0,5.73
"'011170307015",0,0,0,0,0,0,0.129
"'010810406062",0,0,0,0,0,0,2.264
"'010810408021",0,0,0,0,0,0,0.168
"'010890106291",0,0,0,0,0,0,4.889
"'010890110133",0,0,0,0,0,0,1.203
"'010550102012",0,0,0,0,0,0,2.489
"'010770115024",487,21.85,487,21.85,487,21.85,22.288
"'010970032053",0,0,0,0,0,0,0.814
"'010970065032",0,0,712,84.213,712,84.213,8.455
"'010950308014",0,0,0,0,488,73.049,6.681
"'011250127002",0,0,0,0,0,0,2.147
"'010890105022",605,23.301,605,23.301,605,23.301,25.964
"'010970073001",404,82.48,404,82.48,404,82.48,4.898
"'010970028004",0,0,0,0,0,0,0.933
"'010970040003",0,0,0,0,0,0,0.516
"'011170303301",0,0,0,0,0,0,2.014
"'010150002002",0,0,0,0,0,0,2.707
"'010730110031",0,0,0,0,0,0,1.623
"'010730016003",0,0,0,0,0,0,0.588
"'010730139021",0,0,0,0,0,0,3.237
"'010730047023",0,0,0,0,0,0,0.622
"'010730059053",0,0,0,0,0,0,2.409
"'010890027211",0,0,0,0,0,0,2.189
"'010650405001",426,4.608,426,4.608,426,4.608,92.456
"'011030001001",0,0,0,0,0,0,4.242
"'010730059091",0,0,0,0,0,0,4.542
"'010730048001",0,0,0,0,0,0,0.672
"'010479565002",0,0,0,0,0,0,1.175
"'010730144082",0,0,0,0,0,0,1.27
"'010730012003",0,0,0,0,0,0,0.82
"'010030112011",0,0,0,0,0,0,8.531
"'011010026001",0,0,0,0,0,0,0.688
"'011010056061",0,0,0,0,0,0,0.801
"'010330201004",0,0,0,0,0,0,2.563
"'010970067022",364,27.676,364,27.676,364,27.676,13.152
"'011250125031",486,46.083,486,46.083,486,46.083,10.546
"'010030106003",549,37.024,549,37.024,549,37.024,14.828
"'011130304041",0,0,0,0,0,0,1.696
"'011250125033",0,0,0,0,0,0,2.478
"'010690402043",0,0,0,0,0,0,4.596
"'010730134002",0,0,0,0,0,0,2.395
"'010857810001",773,2.676,773,2.676,773,2.676,288.906
"'010310113001",516,40.322,516,40.322,516,40.322,12.797
"'010810406061",0,0,0,0,0,0,0.486
"'010970032022",0,0,0,0,0,0,0.689
"'010810402013",0,0,0,0,0,0,0.661
"'011170303161",0,0,0,0,0,0,1.537
"'010770109013",0,0,0,0,0,0,1.227
"'010770102001",0,0,0,0,0,0,0.37
"'011010028001",0,0,0,0,0,0,0.944
"'010730127014",0,0,363,64.345,363,64.345,5.641
"'011210105002",0,0,0,0,0,0,2.66
"'010730047013",0,0,0,0,0,0,0.198
"'010150023003",387,36.175,387,36.175,387,36.175,10.698
"'010479573012",0,0,0,0,183,59.318,3.085
"'011010029012",0,0,0,0,0,0,0.421
"'010010208051",369,44.433,369,44.433,369,44.433,8.305
"'010030114131",0,0,401,48.509,401,48.509,8.267
"'010539698011",912,1.765,912,1.765,912,1.765,516.828
"'010650404022",306,62.447,306,62.447,306,62.447,4.9
"'010810405021",0,0,0,0,0,0,4.042
"'010730142081",0,0,0,0,0,0,2.245
"'010810409031",0,0,0,0,0,0,0.317
"'010730058004",0,0,0,0,0,0,0.105
"'011250121021",0,0,0,0,0,0,1.027
"'010890025013",0,0,0,0,0,0,0.532
"'010890014042",0,0,0,0,0,0,0.385
"'010179548001",0,0,0,0,0,0,2.587
"'010970064133",0,0,0,0,0,0,2.931
"'010970036073",0,0,0,0,0,0,0.515
"'010970068043",481,101.956,481,101.956,481,101.956,4.718
"'010970011002",0,0,0,0,0,0,0.595
"'011091893002",340,38.058,340,38.058,340,38.058,8.934
"'010139532002",0,0,423,56.598,423,56.598,7.474
"'010330207043",0,0,0,0,0,0,1.737
"'011250124042",0,0,0,0,0,0,1.828
"'010330204001",0,0,0,0,341,95.221,3.581
"'011130309061",0,0,0,0,0,0,2.42
"'010730129051",0,0,0,0,0,0,2.093
"'011010028003",0,0,0,0,0,0,1.001
"'010690415001",427,17.625,427,17.625,427,17.625,24.227
"'011010007002",0,0,0,0,0,0,0.736
"'011010004004",0,0,0,0,0,0,0.591
"'010970075001",0,0,0,0,0,0,1.054
"'010450205001",354,76.771,354,76.771,354,76.771,4.611
"'010730035001",0,0,477,131.263,477,131.263,3.634
"'010479566004",0,0,0,0,0,0,0.492
"'010730129132",0,0,0,0,0,0,0.777
"'011170307013",0,0,0,0,0,0,0.033
"'010919733002",480,3.382,480,3.382,480,3.382,141.933
"'010810404013",0,0,0,0,0,0,0.463
"'010970056012",0,0,0,0,0,0,1.573
"'011010016002",0,0,0,0,0,0,1.064
"'010730108014",0,0,0,0,0,0,2.465
"'010599730004",0,0,0,0,0,0,1.465
"'010730107024",0,0,0,0,0,0,0.437
"'011030004003",0,0,0,0,0,0,2.578
"'011030008001",0,0,0,0,0,0,1.35
"'011010054092",0,0,0,0,0,0,1.2
"'010539707002",0,0,0,0,0,0,2.443
"'011250121013",0,0,0,0,0,0,1.108
"'010730037004",0,0,0,0,0,0,0.78
"'010890103044",0,0,0,0,656,124.413,5.273
"'010730033001",0,0,0,0,0,0,0.707
"'010730029001",0,0,0,0,0,0,0.746
"'010730101001",0,0,0,0,0,0,0.73
"'010730052002",0,0,0,0,0,0,1.127
"'010730107022",0,0,0,0,0,0,0.802
"'010939643001",0,0,0,0,255,94.957,2.685
"'010950312004",0,0,0,0,0,0,2.588
"'010690406002",0,0,0,0,0,0,0.807
"'010890003011",0,0,0,0,0,0,1.412
"'010890007012",0,0,0,0,0,0,0.901
"'010890025012",0,0,0,0,0,0,2.772
"'010770111012",0,0,0,0,303,116.508,2.601
"'010970019012",0,0,0,0,602,109.4,5.503
"'010970004014",0,0,0,0,0,0,0.297
"'010970019011",0,0,0,0,0,0,1.62
"'010970034041",0,0,0,0,0,0,2.49
"'010810420082",0,0,0,0,0,0,3.533
"'010730111123",0,0,0,0,0,0,2.44
"'011010016004",0,0,0,0,0,0,0.375
"'010730107052",0,0,0,0,0,0,0.625
"'010450208022",0,0,0,0,0,0,2.17
"'011250120011",0,0,0,0,0,0,0.633
"'010810408022",0,0,0,0,0,0,0.136
"'010539706004",0,0,0,0,0,0,3.096
"'010539706003",0,0,0,0,0,0,1.005
"'011010004005",0,0,0,0,0,0,0.578
"'010810419033",834,19.802,834,19.802,834,19.802,42.117
"'011150401091",549,22.346,549,22.346,549,22.346,24.568
"'010830212031",0,0,0,0,0,0,6.666
"'011170303362",0,0,0,0,0,0,1.725
"'010150011021",0,0,0,0,0,0,1.961
"'010730027023",0,0,0,0,0,0,0.043
"'010970008022",0,0,0,0,0,0,0.392
"'011130306011",0,0,0,0,0,0,2.69
"'010730129192",0,0,0,0,0,0,0.135
"'010810404031",0,0,0,0,0,0,3.099
"'011250125041",0,0,0,0,0,0,1.417
"'011250112002",0,0,0,0,0,0,3.01
"'010890105042",0,0,0,0,471,106.799,4.41
"'010030106002",0,0,0,0,0,0,1.252
"'010970015021",0,0,0,0,0,0,0.848
"'010330208011",397,13.817,397,13.817,397,13.817,28.733
"'010399626001",289,50.349,289,50.349,289,50.349,5.74
"'010890110251",0,0,0,0,0,0,1.976
"'010890009012",0,0,0,0,0,0,0.995
"'010030114171",620,50.585,620,50.585,620,50.585,12.257
"'011130306012",0,0,0,0,0,0,1.901
"'010970008021",0,0,0,0,0,0,0.429
"'010150006002",0,0,0,0,0,0,1.094
"'010030111041",0,0,0,0,0,0,2.62
"'010730106031",0,0,0,0,0,0,2.042
"'011010054023",0,0,0,0,0,0,1.288
"'010730111132",0,0,0,0,0,0,1.264
"'010030114101",648,35.611,648,35.611,648,35.611,18.196
"'010970036071",0,0,0,0,0,0,0.497
"'011010017005",0,0,0,0,0,0,0.835
"'011250108031",0,0,0,0,0,0,3.811
"'010479566001",0,0,0,0,0,0,0.634
"'010690415005",0,0,0,0,0,0,0.753
"'011010056111",0,0,0,0,0,0,1.059
"'011130303001",0,0,0,0,0,0,0.803
"'011030051061",0,0,0,0,0,0,1.534
"'011250124031",0,0,255,41,255,41,6.22
"'011030006002",0,0,0,0,0,0,1.599
"'011030051083",0,0,0,0,0,0,1.74
"'010890103041",531,30.376,531,30.376,531,30.376,17.481
"'010550104014",0,0,0,0,0,0,1.497
"'010830208041",0,0,937,70.611,937,70.611,13.27
"'011010029022",0,0,0,0,0,0,0.721
"'010970068031",0,0,0,0,0,0,4.597
"'010970037044",0,0,0,0,0,0,0.974
"'010950308042",0,0,0,0,0,0,1.981
"'010970034092",0,0,0,0,321,97.682,3.286
"'010970032071",0,0,0,0,0,0,0.375
"'011250120022",0,0,0,0,0,0,0.986
"'011310348021",0,0,0,0,0,0,3.326
"'010730129171",0,0,0,0,0,0,2.27
"'010730129203",0,0,0,0,0,0,0.828
"'010730117102",0,0,0,0,0,0,1.335
"'010730024013",0,0,0,0,0,0,0.847
"'010890104032",742,68.848,742,68.848,742,68.848,10.777
"'010810409041",0,0,0,0,0,0,1.317
"'010810416002",0,0,0,0,0,0,0.887
"'010810420071",0,0,0,0,0,0,4.708
"'010330207032",0,0,0,0,0,0,4.379
"'010730144062",0,0,0,0,0,0,1.991
"'011010001001",0,0,0,0,0,0,2.328
"'010030109031",678,34.952,678,34.952,678,34.952,19.398
"'010970037082",0,0,0,0,0,0,0.797
"'011170303202",0,0,0,0,0,0,2.767
"'010730059032",0,0,0,0,0,0,1.7
"'010730049011",0,0,0,0,0,0,0.608
"'010479564003",0,0,0,0,0,0,0.663
"'010810403002",0,0,0,0,0,0,0.675
"'010810409013",0,0,0,0,0,0,1.181
"'010450207003",0,0,0,0,0,0,1.475
"'011010003002",0,0,0,0,0,0,1.311
"'011010022014",0,0,0,0,0,0,0.632
"'011010014004",0,0,0,0,0,0,0.524
"'011010021001",0,0,0,0,0,0,0.854
"'010179547001",0,0,0,0,449,104.355,4.303
"'010970054001",0,0,0,0,0,0,2.415
"'010730110022",0,0,0,0,333,125.173,2.66
"'010970007022",0,0,0,0,0,0,0.271
"'010970013023",0,0,0,0,0,0,0.433
"'010970033022",0,0,0,0,0,0,1.502
"'010030111043",0,0,0,0,0,0,5.201
"'010950309021",0,0,0,0,0,0,0.969
"'011250116002",0,0,0,0,0,0,2.324
"'011250118004",0,0,0,0,0,0,0.738
"'010830209002",0,0,0,0,0,0,2.513
"'010730034003",0,0,0,0,0,0,0.354
"'010730030011",0,0,0,0,0,0,0.938
"'010730008005",0,0,0,0,0,0,0.568
"'010730104013",0,0,0,0,0,0,0.822
"'010730052004",0,0,0,0,0,0,0.41
"'010730048002",0,0,0,0,0,0,0.592
"'010730128022",0,0,0,0,0,0,0.808
"'011030007003",0,0,0,0,0,0,1.21
"'011190114001",518,2.347,518,2.347,518,2.347,220.711
"'011091891011",0,0,0,0,0,0,0.59
"'010690404002",0,0,0,0,0,0,1.341
"'010719508004",0,0,0,0,711,115.086,6.178
"'010890015004",0,0,0,0,0,0,0.969
"'010890028011",0,0,0,0,0,0,1.155
"'010150016003",0,0,0,0,0,0,1.691
"'010150017004",0,0,0,0,0,0,1.524
"'010730040004",0,0,0,0,0,0,0.534
"'010890110272",0,0,0,0,0,0,2.138
"'010730030012",0,0,0,0,0,0,0.367
"'010730129201",0,0,0,0,0,0,0.465
"'011179801001",4,0.382,4,0.382,4,0.382,10.462
"'010890002033",0,0,0,0,0,0,1.556
"'010990760003",0,0,447,59.801,447,59.801,7.475
"'011010004002",0,0,0,0,0,0,0.455
"'010970064122",0,0,0,0,0,0,2.137
"'011250104031",0,0,0,0,0,0,1.251
"'010970031003",0,0,0,0,0,0,2.116
"'010890007022",0,0,0,0,0,0,1.652
"'010970034062",0,0,0,0,0,0,1.366
"'010770109023",0,0,0,0,0,0,1.321
"'010730104011",0,0,0,0,0,0,0.445
"'010730120031",0,0,0,0,0,0,3.704
"'011310347001",735,1.739,735,1.739,735,1.739,422.713
"'010890003012",0,0,0,0,0,0,0.95
"'010890012001",0,0,0,0,0,0,1.164
"'011010054101",0,0,0,0,0,0,1.134
"'010970010012",0,0,0,0,0,0,0.659
"'010730130022",0,0,0,0,0,0,1.197
"'010970009012",0,0,0,0,0,0,0.445
"'010730038024",0,0,0,0,0,0,0.405
"'011250114024",0,0,0,0,0,0,0.774
"'011250124081",0,0,0,0,0,0,0.688
"'010730118061",0,0,0,0,0,0,0.884
"'011210119002",0,0,0,0,598,132.879,4.5
"'010970037062",0,0,0,0,0,0,1.434
"'010950309033",0,0,0,0,0,0,3.593
"'010150021022",0,0,0,0,0,0,1.369
"'010730042002",0,0,0,0,0,0,1.244
"'010730024021",0,0,0,0,0,0,0.646
"'010970074003",0,0,0,0,0,0,2.372
"'010890106301",0,0,0,0,0,0,1.874
"'010550003002",0,0,0,0,0,0,0.628
"'011010054102",0,0,0,0,0,0,0.673
"'010550003003",0,0,0,0,0,0,1.141
"'010730052003",0,0,0,0,0,0,0.525
"'010730120042",0,0,0,0,0,0,0.727
"'010810421031",421,17.85,421,17.85,421,17.85,23.585
"'010970028005",0,0,0,0,0,0,0.794
"'011150401101",0,0,0,0,747,121.464,6.15
"'010970071014",0,0,0,0,0,0,1.506
"'010730051042",0,0,0,0,0,0,0.314
"'010150017003",0,0,0,0,0,0,2.306
"'011010027003",0,0,0,0,0,0,0.754
"'011150401053",335,58.872,335,58.872,335,58.872,5.69
"'010970037073",0,0,0,0,0,0,0.357
"'011170302213",0,0,0,0,0,0,5.216
"'010030114142",0,0,0,0,0,0,7.348
"'010730129182",0,0,0,0,0,0,0.879
"'010730117072",0,0,0,0,0,0,3.566
"'010730005003",0,0,0,0,0,0,1.199
"'010539698022",292,35.577,292,35.577,292,35.577,8.208
"'010890112023",0,0,0,0,0,0,5.438
"'010970023012",0,0,0,0,0,0,0.929
"'011190113022",805,2.081,805,2.081,805,2.081,386.804
"'010150010001",0,0,0,0,0,0,5.018
"'011010023004",0,0,0,0,0,0,1.784
"'010810411032",0,0,0,0,0,0,2.533
"'011030051014",0,0,0,0,0,0,3.516
"'010830211022",642,47.233,642,47.233,642,47.233,13.592
"'010150015021",488,41.976,488,41.976,488,41.976,11.626
"'010770115043",326,47.348,326,47.348,326,47.348,6.885
"'010970034091",0,0,0,0,0,0,4.128
"'010970064093",482,150.836,482,150.836,482,150.836,3.196
"'011030001003",0,0,0,0,0,0,0.469
"'010799794002",0,0,425,85.598,425,85.598,4.965
"'010919734005",222,19.619,222,19.619,222,19.619,11.316
"'010630600001",496,1.729,496,1.729,496,1.729,286.791
"'010010203002",0,0,0,0,0,0,1.475
"'010690412002",0,0,0,0,0,0,1.19
"'010890003013",0,0,0,0,0,0,1.383
"'010970010022",0,0,0,0,0,0,0.603
"'010730037001",0,0,0,0,0,0,0.649
"'010730101002",0,0,0,0,0,0,0.783
"'010730051012",0,0,0,0,0,0,0.387
"'010730021002",0,0,0,0,0,0,0.671
"'011250105001",0,0,0,0,0,0,3.073
"'011010011005",0,0,0,0,0,0,0.49
"'010890020002",0,0,0,0,0,0,1.264
"'011010014001",0,0,0,0,0,0,0.604
"'010330203001",0,0,0,0,0,0,1.908
"'010970034022",0,0,0,0,0,0,6.762
"'010730108031",0,0,0,0,0,0,0.58
"'010379611001",933,1.492,933,1.492,933,1.492,625.521
"'010479565003",0,0,0,0,0,0,1.446
"'010730008003",0,0,0,0,0,0,0.998
"'010150006001",0,0,0,0,458,79.435,5.766
"'010450208011",0,0,0,0,593,129.122,4.593
"'011250114021",0,0,0,0,0,0,0.099
"'010890007021",0,0,0,0,0,0,1.516
"'011130307002",0,0,0,0,0,0,2.281
"'010810414004",0,0,0,0,0,0,1.904
"'011010006001",0,0,0,0,0,0,0.634
"'011250102042",0,0,0,0,0,0,0.471
"'010810420032",0,0,0,0,325,91.869,3.538
"'010730118041",0,0,0,0,0,0,0.897
"'010890110231",0,0,0,0,0,0,1.131
"'011030051062",0,0,0,0,0,0,2.003
"'010150011022",0,0,0,0,0,0,1.888
"'010730024022",0,0,0,0,0,0,4.354
"'010730112063",628,38.942,628,38.942,628,38.942,16.126
"'010730107041",0,0,0,0,0,0,1.652
"'010399625002",428,66.859,428,66.859,428,66.859,6.402
"'010150021042",0,0,0,0,0,0,2.085
"'010810402011",0,0,0,0,0,0,0.451
"'010970067043",552,37.904,552,37.904,552,37.904,14.563
"'010890107041",0,0,0,0,0,0,6.081
"'011250114022",0,0,0,0,0,0,0.159
"'011010056073",0,0,0,0,0,0,2.166
"'010730117093",0,0,0,0,0,0,2.014
"'010010206002",0,0,0,0,0,0,0.835
"'011010021002",0,0,0,0,0,0,1.295
"'010330205001",0,0,0,0,0,0,1.177
"'010890105033",0,0,464,113.967,464,113.967,4.071
"'010730105001",0,0,0,0,0,0,0.797
"'010872318001",0,0,0,0,330,99.835,3.305
"'010730034001",0,0,0,0,0,0,0.696
"'010439654023",484,21.428,484,21.428,484,21.428,22.587
"'011010060002",278,10.776,278,10.776,278,10.776,25.799
"'010730108022",0,0,0,0,0,0,3.746
"'010310112052",0,0,0,0,0,0,4.018
"'010750301011",336,10.048,336,10.048,336,10.048,33.441
"'010599731001",706,3.905,706,3.905,706,3.905,180.797
"'010150017001",0,0,0,0,0,0,5.603
"'010970062021",690,14.904,690,14.904,690,14.904,46.297
"'010030102002",534,5.07,534,5.07,534,5.07,105.329
"'010210607022",633,6.071,633,6.071,633,6.071,104.265
"'010059501002",911,1.954,911,1.954,911,1.954,466.154
"'010670306002",558,3.721,558,3.721,558,3.721,149.948
"'010179539001",439,4.91,439,4.91,439,4.91,89.402
"'011170302201",0,0,0,0,0,0,2.987
"'011239622003",511,27.976,511,27.976,511,27.976,18.266
"'010090501042",529,15.285,529,15.285,529,15.285,34.609
"'010259578001",290,2.542,290,2.542,290,2.542,114.062
"'010330210002",350,11.146,350,11.146,350,11.146,31.402
"'010030105001",0,0,0,0,0,0,2.973
"'010010208012",279,31.52,279,31.52,279,31.52,8.851
"'010550009003",255,68.693,255,68.693,255,68.693,3.712
"'011250124032",0,0,0,0,0,0,1.145
"'010030107042",0,0,0,0,0,0,2.735
"'010550009002",0,0,0,0,0,0,7.558
"'010439644001",925,29.855,925,29.855,925,29.855,30.983
"'010479572002",404,23.406,404,23.406,404,23.406,17.261
"'010259575002",423,6.775,423,6.775,423,6.775,62.439
"'011270211003",314,6.858,314,6.858,314,6.858,45.785
"'011091892002",612,3.916,612,3.916,612,3.916,156.27
"'010810404012",0,0,0,0,0,0,0.105
"'010150016002",0,0,0,0,0,0,2.305
"'010890112033",0,0,0,0,541,97.449,5.552
"'010939640013",504,20.249,504,20.249,504,20.249,24.89
"'010830206001",0,0,0,0,693,82.251,8.425
"'011010055032",0,0,0,0,0,0,4.3
"'010499606023",986,18.586,986,18.586,986,18.586,53.051
"'011150404014",656,6.757,656,6.757,656,6.757,97.083
"'010159819031",3,0.083,3,0.083,3,0.083,36.024
"'010810411043",0,0,0,0,464,68.911,6.733
"'010730014002",0,0,0,0,0,0,0.914
"'010439641003",460,14.599,460,14.599,460,14.599,31.509
"'010199560001",366,42.599,366,42.599,366,42.599,8.592
"'010479573013",422,31.828,422,31.828,422,31.828,13.259
"'010730059104",0,0,0,0,0,0,1.401
"'010890017001",0,0,0,0,0,0,1.1
"'010730015002",0,0,0,0,0,0,0.613
"'011010054021",0,0,0,0,0,0,2.516
"'010090504001",416,6.466,416,6.466,416,6.466,64.334
"'010730117042",0,0,0,0,588,102.185,5.754
"'011150404011",521,16.326,521,16.326,521,16.326,31.912
"'011170305031",493,20.711,493,20.711,493,20.711,23.804
"'010059502003",588,5.447,588,5.447,588,5.447,107.952
"'010550016003",0,0,319,110.66,319,110.66,2.883
"'010030105004",0,0,0,0,0,0,2.882
"'010259575001",463,2.479,463,2.479,463,2.479,186.799
"'010730100012",0,0,0,0,0,0,1.449
"'010150025022",383,14.318,383,14.318,383,14.318,26.75
"'011010060003",658,31.215,658,31.215,658,31.215,21.08
"'010010204004",0,0,0,0,0,0,1.082
"'010730037003",0,0,0,0,0,0,0.372
"'010499601022",291,12.492,291,12.492,291,12.492,23.295
"'010030110001",948,17.48,948,17.48,948,17.48,54.234
