"GEOID","HS_SepCnt","HS_SepDn","MS_SepCnt","MS_SepDn","LS_SepCnt","LS_SepDn","AREA_SQKM"
"'360130371004",0,0,0,0,0,0,2.547
"'360130304002",0,0,0,0,0,0,0.341
"'360130308003",0,0,0,0,0,0,0.356
"'360130303001",0,0,0,0,0,0,0.29
"'360210003004",364,18.74,364,18.74,364,18.74,19.424
"'360210020002",486,28.211,486,28.211,486,28.211,17.228
"'360210011004",0,0,0,0,0,0,2.822
"'360210012004",0,0,0,0,0,0,0.174
"'360610125001",0,0,0,0,0,0,0.087
"'360610078002",0,0,0,0,0,0,0.034
"'360610120001",0,0,0,0,0,0,0.025
"'360610022012",0,0,0,0,0,0,0.032
"'360610144022",0,0,0,0,0,0,0.017
"'360610139002",0,0,0,0,0,0,0.024
"'360610134001",0,0,0,0,0,0,0.017
"'360610216003",0,0,0,0,0,0,0.018
"'360610116001",0,0,0,0,0,0,0.158
"'360610130003",0,0,0,0,0,0,0.052
"'360610128004",0,0,0,0,0,0,0.05
"'360610122001",0,0,0,0,0,0,0.049
"'360610142002",0,0,0,0,0,0,0.038
"'360610079003",0,0,0,0,0,0,0.049
"'360610156011",0,0,0,0,0,0,0.02
"'360610228004",0,0,0,0,0,0,0.044
"'360610166003",0,0,0,0,0,0,0.025
"'360610039004",0,0,0,0,0,0,0.04
"'360610195001",0,0,0,0,0,0,0.106
"'360610201011",0,0,0,0,0,0,0.055
"'360610208002",0,0,0,0,0,0,0.049
"'360610210001",0,0,0,0,0,0,0.056
"'360610193006",0,0,0,0,0,0,0.045
"'360610145002",0,0,0,0,0,0,0.022
"'360610237001",0,0,0,0,0,0,0.044
"'360610164001",0,0,0,0,0,0,0.036
"'360610212002",0,0,0,0,0,0,0.051
"'360610222001",0,0,0,0,0,0,0.091
"'360610114011",0,0,0,0,0,0,0.049
"'360610111001",0,0,0,0,0,0,0.088
"'360610138002",0,0,0,0,0,0,0.018
"'360610167002",0,0,0,0,0,0,0.019
"'360610249001",0,0,0,0,0,0,0.062
"'360610170002",0,0,0,0,0,0,0.036
"'360610177002",0,0,0,0,0,0,0.019
"'360610193005",0,0,0,0,0,0,0.043
"'360610174011",0,0,0,0,0,0,0.05
"'360610223011",0,0,0,0,0,0,0.024
"'360610221021",0,0,0,0,0,0,0.048
"'360610014022",0,0,0,0,0,0,0.058
"'360610015021",0,0,0,0,0,0,0.028
"'360610191001",0,0,0,0,0,0,0.11
"'360610032002",0,0,0,0,0,0,0.016
"'360610002022",0,0,0,0,0,0,0.028
"'360610006001",0,0,0,0,0,0,0.04
"'360610179003",0,0,0,0,0,0,0.025
"'360610010021",0,0,0,0,0,0,0.039
"'360610057001",0,0,0,0,0,0,0.027
"'360610015011",0,0,0,0,0,0,0.099
"'360610026011",0,0,0,0,0,0,0.053
"'360610081003",0,0,0,0,0,0,0.022
"'360610022011",0,0,0,0,0,0,0.034
"'360610100002",0,0,0,0,0,0,0.074
"'360610018002",0,0,0,0,0,0,0.032
"'360610234001",0,0,0,0,0,0,0.043
"'360610184003",0,0,0,0,0,0,0.036
"'360610066002",0,0,0,0,0,0,0.017
"'360610072001",0,0,0,0,0,0,0.013
"'360610033003",0,0,0,0,0,0,0.049
"'360610273003",0,0,0,0,0,0,0.059
"'360610067002",0,0,0,0,0,0,0.04
"'360610166001",0,0,0,0,0,0,0.025
"'360610093003",0,0,0,0,0,0,0.01
"'360610177003",0,0,0,0,0,0,0.027
"'360610049003",0,0,0,0,0,0,0.034
"'360610063003",0,0,0,0,0,0,0.023
"'360610128001",0,0,0,0,0,0,0.037
"'360610056002",0,0,0,0,0,0,0.064
"'360610054001",0,0,0,0,0,0,0.116
"'360610097002",0,0,0,0,0,0,0.086
"'360610142004",0,0,0,0,0,0,0.039
"'360610110001",0,0,0,0,0,0,0.017
"'360610110002",0,0,0,0,0,0,0.017
"'360610077002",0,0,0,0,0,0,0.022
"'360610187001",0,0,0,0,0,0,0.106
"'360610016002",0,0,0,0,0,0,0.021
"'360610032003",0,0,0,0,0,0,0.033
"'360610174012",0,0,0,0,0,0,0.026
"'360610077003",0,0,0,0,0,0,0.054
"'360610130001",0,0,0,0,0,0,0.038
"'360610269003",0,0,0,0,0,0,0.034
"'360610106012",0,0,0,0,0,0,0.019
"'360610279004",0,0,0,0,0,0,0.053
"'360610001001",0,0,0,0,0,0,0.137
"'360610189001",0,0,0,0,0,0,0.034
"'360610271005",0,0,0,0,0,0,0.027
"'360610214002",0,0,0,0,0,0,0.038
"'360610253003",0,0,0,0,0,0,0.022
"'360610225002",0,0,0,0,0,0,0.031
"'360610229001",0,0,0,0,0,0,0.018
"'360610226003",0,0,0,0,0,0,0.066
"'360610203001",0,0,0,0,0,0,0.045
"'360610179005",0,0,0,0,0,0,0.022
"'360610182004",0,0,0,0,0,0,0.037
"'360610201024",0,0,0,0,0,0,0.022
"'360610160011",0,0,0,0,0,0,0.026
"'360610140003",0,0,0,0,0,0,0.026
"'360610253001",0,0,0,0,0,0,0.022
"'360610269005",0,0,0,0,0,0,0.032
"'360610279001",0,0,0,0,0,0,0.023
"'360610269004",0,0,0,0,0,0,0.032
"'360610055021",0,0,0,0,0,0,0.042
"'360610245002",0,0,0,0,0,0,0.032
"'360610283001",0,0,0,0,0,0,0.008
"'360610140004",0,0,0,0,0,0,0.026
"'360610184001",0,0,0,0,0,0,0.025
"'360610166006",0,0,0,0,0,0,0.05
"'360610189004",0,0,0,0,0,0,0.023
"'360610188001",0,0,0,0,0,0,0.036
"'360610127004",0,0,0,0,0,0,0.044
"'360610285001",0,0,0,0,0,0,0.04
"'360610118003",0,0,0,0,0,0,0.017
"'361031231012",0,0,0,0,0,0,0.364
"'361031231021",0,0,0,0,0,0,0.619
"'361031229012",0,0,0,0,0,0,0.413
"'361031244012",0,0,0,0,0,0,0.626
"'361031225011",0,0,0,0,0,0,1.311
"'361031118031",0,0,0,0,0,0,0.821
"'361031118032",0,0,0,0,0,0,1.32
"'361031121041",0,0,0,0,0,0,2.169
"'361031116021",0,0,0,0,0,0,0.621
"'361031117042",0,0,0,0,0,0,1.591
"'361031115032",0,0,0,0,0,0,0.74
"'361031905022",0,0,0,0,0,0,1.724
"'361031698003",0,0,0,0,0,0,1.328
"'361031698001",0,0,0,0,0,0,2.208
"'361031595114",0,0,0,0,0,0,0.94
"'361031591084",0,0,0,0,0,0,2.955
"'361031591071",0,0,0,0,0,0,1.625
"'361031350022",0,0,0,0,0,0,1.878
"'361031349021",0,0,0,0,0,0,1.337
"'361031585051",0,0,0,0,0,0,1.249
"'361031584082",0,0,0,0,0,0,0.845
"'361031584093",0,0,0,0,0,0,2.013
"'361031583191",0,0,0,0,0,0,1.548
"'361031583092",0,0,0,0,0,0,1.01
"'361031582073",0,0,0,0,0,0,0.358
"'361031581032",0,0,0,0,0,0,1.086
"'361031580113",0,0,0,0,0,0,0.143
"'361031587103",0,0,310,85.696,310,85.696,3.617
"'361031586093",0,0,0,0,0,0,0.947
"'361031586071",0,0,0,0,0,0,0.618
"'361031586043",0,0,0,0,0,0,0.782
"'361031585102",0,0,0,0,0,0,1.318
"'360070126006",0,0,0,0,0,0,1.921
"'360070143021",0,0,0,0,0,0,1.365
"'360070130003",0,0,0,0,0,0,1.979
"'360070133012",0,0,0,0,0,0,0.658
"'360070133041",0,0,0,0,0,0,1.686
"'360070134004",0,0,0,0,0,0,0.57
"'360070136005",0,0,0,0,0,0,0.242
"'360070132021",0,0,0,0,0,0,1.046
"'360070139002",0,0,0,0,0,0,0.403
"'360070141001",0,0,0,0,0,0,0.671
"'360070145002",0,0,0,0,0,0,0.552
"'360070144004",0,0,0,0,0,0,1.967
"'360930329022",0,0,0,0,0,0,0.517
"'360930329025",0,0,0,0,0,0,0.598
"'360930330042",0,0,0,0,0,0,0.293
"'360930201021",0,0,0,0,0,0,0.194
"'360930203001",0,0,0,0,0,0,0.439
"'360930205004",0,0,0,0,0,0,0.267
"'360930205002",0,0,0,0,0,0,0.262
"'360930207003",0,0,0,0,0,0,0.196
"'360930208004",0,0,0,0,0,0,0.147
"'360930209002",0,0,0,0,0,0,0.2
"'360930212003",0,0,0,0,0,0,0.378
"'360930214001",0,0,0,0,0,0,0.301
"'360930215001",0,0,0,0,0,0,0.175
"'360930217002",0,0,0,0,0,0,0.145
"'360930334003",0,0,0,0,0,0,0.437
"'360930322004",0,0,0,0,0,0,1.747
"'360930325021",0,0,0,0,607,170.975,3.55
"'360930331011",275,10.441,275,10.441,275,10.441,26.338
"'360930327003",0,0,0,0,0,0,0.547
"'361070205001",0,0,0,0,0,0,1.567
"'361070205002",0,0,0,0,0,0,0.852
"'361070204011",0,0,0,0,369,97.276,3.793
"'361070207032",0,0,0,0,0,0,1.094
"'360650243031",624,3.501,624,3.501,624,3.501,178.234
"'360650244003",519,3.639,519,3.639,519,3.639,142.615
"'360650250012",230,31.557,230,31.557,230,31.557,7.288
"'360650250011",0,0,0,0,0,0,2.454
"'360650234001",0,0,0,0,0,0,1.514
"'360650253003",0,0,0,0,0,0,1.012
"'360650222001",0,0,0,0,0,0,0.551
"'360650224002",0,0,0,0,0,0,0.554
"'360650203002",0,0,0,0,0,0,0.446
"'360650212021",0,0,0,0,0,0,0.231
"'361150850001",334,6.676,334,6.676,334,6.676,50.029
"'361150801002",0,0,0,0,0,0,0.4
"'361150801001",0,0,0,0,0,0,0.821
"'360179710002",414,15.951,414,15.951,414,15.951,25.955
"'360179703001",0,0,0,0,0,0,0.353
"'360179704001",0,0,0,0,0,0,0.341
"'360650213033",0,0,0,0,0,0,0.42
"'360650213031",0,0,0,0,0,0,0.787
"'360650214013",0,0,0,0,0,0,0.286
"'360650216013",0,0,0,0,0,0,1.796
"'360650232003",0,0,0,0,0,0,4.198
"'360650233001",0,0,0,0,0,0,0.674
"'360650233002",0,0,0,0,0,0,0.496
"'360359707003",0,0,0,0,0,0,0.352
"'360359707001",0,0,0,0,0,0,0.794
"'360359709003",0,0,0,0,0,0,0.461
"'360359710002",0,0,0,0,0,0,0.496
"'360319603001",651,4.382,651,4.382,651,4.382,148.571
"'360359713005",0,0,0,0,0,0,0.635
"'360359701003",555,34.818,555,34.818,555,34.818,15.94
"'360390805021",569,9.472,569,9.472,569,9.472,60.07
"'360390802012",687,27.569,687,27.569,687,27.569,24.919
"'360259709001",0,0,0,0,0,0,0.814
"'360259710002",596,5.171,596,5.171,596,5.171,115.255
"'360570703001",0,0,0,0,0,0,0.205
"'360570708002",0,0,0,0,0,0,0.98
"'360570727001",434,21.301,434,21.301,434,21.301,20.375
"'360430112005",0,0,0,0,0,0,0.391
"'360430114002",409,4.406,409,4.406,409,4.406,92.822
"'360430112001",0,0,0,0,0,0,0.814
"'360430107011",0,0,0,0,0,0,2.788
"'360430102013",0,0,0,0,0,0,0.789
"'360430110012",0,0,0,0,0,0,1.437
"'360710132014",0,0,0,0,0,0,1.952
"'360710131003",487,42.521,487,42.521,487,42.521,11.453
"'360710129003",0,0,0,0,0,0,1.029
"'360710109023",385,27.238,385,27.238,385,27.238,14.134
"'360710122002",0,0,0,0,0,0,1.411
"'360710121001",0,0,0,0,0,0,0.34
"'360710123003",410,48.411,410,48.411,410,48.411,8.469
"'360710011003",0,0,0,0,0,0,0.404
"'360710011002",0,0,0,0,0,0,0.186
"'360710151001",0,0,0,0,0,0,0.294
"'360710142012",0,0,0,0,0,0,0.882
"'360710001001",0,0,0,0,0,0,0.742
"'360710001003",0,0,0,0,0,0,0.281
"'360957401001",326,13.401,326,13.401,326,13.401,24.326
"'360957401004",309,25.575,309,25.575,309,25.575,12.082
"'360710005012",0,0,0,0,0,0,0.12
"'360710006003",0,0,0,0,0,0,0.554
"'360710104001",0,0,0,0,0,0,3.074
"'360710127005",0,0,0,0,0,0,0.328
"'360710022001",0,0,0,0,0,0,0.518
"'360710022002",0,0,0,0,0,0,0.265
"'360710112001",0,0,0,0,0,0,6.122
"'360710111011",0,0,0,0,0,0,0.872
"'360710147001",0,0,0,0,0,0,3.611
"'360419505002",1030,2.009,1030,2.009,1030,2.009,512.677
"'360239707004",0,0,0,0,0,0,0.465
"'360239710002",417,42.948,417,42.948,417,42.948,9.709
"'360775908002",473,25.696,473,25.696,473,25.696,18.407
"'360110413002",0,0,0,0,0,0,0.424
"'360110413001",0,0,0,0,0,0,1.465
"'360110413004",0,0,0,0,0,0,1.149
"'360239701003",510,6.625,510,6.625,510,6.625,76.987
"'361130701001",0,0,0,0,0,0,1.988
"'361130703001",0,0,0,0,0,0,0.823
"'360010132001",0,0,0,0,0,0,0.266
"'360010018022",0,0,0,0,0,0,0.997
"'360010142032",0,0,0,0,0,0,1.082
"'360010001001",0,0,0,0,0,0,2.26
"'360010146091",0,0,0,0,0,0,1.198
"'360010142031",0,0,0,0,0,0,1.15
"'360010017003",0,0,0,0,0,0,0.72
"'360010140024",0,0,0,0,0,0,0.497
"'360010016004",0,0,0,0,0,0,0.247
"'360110416001",0,0,0,0,0,0,0.328
"'360110417001",0,0,0,0,0,0,0.27
"'360110421001",0,0,0,0,0,0,1.356
"'360110403003",322,13.367,322,13.367,322,13.367,24.089
"'360110407001",0,0,0,0,0,0,0.542
"'360910617011",920,56.041,920,56.041,920,56.041,16.417
"'360910625012",0,0,0,0,0,0,2.45
"'360910602001",0,0,0,0,0,0,0.788
"'360910609021",0,0,0,0,0,0,1.395
"'360010015004",0,0,0,0,0,0,0.17
"'360010020003",0,0,0,0,0,0,0.143
"'360010007002",0,0,0,0,0,0,0.136
"'360010008003",0,0,0,0,0,0,0.129
"'360010014002",0,0,0,0,0,0,0.079
"'360010026001",0,0,0,0,0,0,0.287
"'360010025002",0,0,0,0,0,0,0.093
"'360010127003",0,0,0,0,0,0,0.707
"'360010134002",0,0,0,0,0,0,0.235
"'360010139011",0,0,0,0,0,0,1.217
"'360010146063",829,53.629,829,53.629,829,53.629,15.458
"'360010139012",0,0,0,0,0,0,2.673
"'360010128002",0,0,0,0,0,0,0.313
"'360910627001",0,0,0,0,0,0,6.428
"'360339502002",334,16.249,334,16.249,334,16.249,20.556
"'360339509002",0,0,0,0,0,0,0.296
"'360339400002",13,0.432,13,0.432,13,0.432,30.097
"'360530310003",737,11.151,737,11.151,737,11.151,66.091
"'360530303002",0,0,0,0,454,93.877,4.836
"'360530301023",0,0,0,0,0,0,0.882
"'360530301022",0,0,0,0,0,0,0.812
"'361059521001",722,14.911,722,14.911,722,14.911,48.42
"'361059511003",366,31.074,366,31.074,366,31.074,11.778
"'360070001003",0,0,0,0,0,0,0.269
"'360070003002",0,0,0,0,0,0,0.387
"'360070006003",0,0,0,0,0,0,0.469
"'360070011002",0,0,0,0,0,0,0.539
"'360070013001",0,0,0,0,0,0,0.224
"'360070015004",0,0,0,0,0,0,0.268
"'360070016002",0,0,0,0,0,0,1.409
"'360070017001",0,0,0,0,0,0,0.34
"'360070121011",299,17.061,299,17.061,299,17.061,17.525
"'360070127013",0,0,0,0,0,0,2.89
"'360070127012",0,0,0,0,0,0,0.866
"'361190095001",0,0,0,0,0,0,0.165
"'361190001031",0,0,0,0,0,0,0.06
"'361190001032",0,0,0,0,0,0,0.08
"'361190002021",0,0,0,0,0,0,0.09
"'361190004012",0,0,0,0,0,0,0.227
"'361190024042",0,0,0,0,0,0,0.216
"'361190024041",0,0,0,0,0,0,0.562
"'361190148062",0,0,0,0,0,0,1.798
"'361190148081",0,0,0,0,0,0,1.742
"'360450612003",0,0,0,0,0,0,0.38
"'360450612002",0,0,0,0,0,0,0.372
"'360450619002",0,0,0,0,0,0,1.486
"'360450621003",0,0,0,0,0,0,0.471
"'360499507005",402,15.073,402,15.073,402,15.073,26.671
"'360270400011",172,7.863,172,7.863,172,7.863,21.876
"'360270603013",0,0,0,0,0,0,1.329
"'360272210013",0,0,0,0,0,0,0.589
"'360271902044",0,0,0,0,0,0,1.663
"'360750211013",0,0,0,0,0,0,0.57
"'360750211042",0,0,0,0,0,0,1.634
"'360750216011",0,0,0,0,0,0,0.562
"'360750216042",0,0,0,0,0,0,0.348
"'360750216052",0,0,0,0,0,0,0.29
"'360750209012",0,0,0,0,0,0,1.764
"'361090021003",637,17.017,637,17.017,637,17.017,37.434
"'361090006003",0,0,0,0,0,0,0.294
"'361090007003",0,0,0,0,0,0,0.24
"'360790111002",0,0,0,0,0,0,0.462
"'360790104003",0,0,0,0,0,0,2.662
"'360790110004",496,48.731,496,48.731,496,48.731,10.178
"'361090005002",0,0,0,0,0,0,0.798
"'361090016003",577,19.493,577,19.493,577,19.493,29.6
"'360790107001",0,0,0,0,229,85.831,2.668
"'360870109021",0,0,0,0,0,0,1.521
"'360870113021",0,0,0,0,0,0,1.963
"'360870108023",0,0,0,0,0,0,1.934
"'360870116032",0,0,0,0,0,0,1.871
"'360870106023",0,0,0,0,0,0,0.319
"'360870105011",0,0,0,0,0,0,0.638
"'360870130022",0,0,0,0,0,0,1.841
"'360870127001",0,0,0,0,0,0,0.558
"'360870128003",0,0,0,0,0,0,0.949
"'360870134012",0,0,0,0,0,0,1.169
"'360870118001",0,0,291,49.719,291,49.719,5.853
"'360870114033",0,0,0,0,0,0,1.043
"'360870130011",0,0,0,0,0,0,0.849
"'361190146043",0,0,0,0,0,0,1.703
"'361190146071",0,0,0,0,0,0,2.205
"'361190146072",0,0,0,0,0,0,3.775
"'361190046003",0,0,0,0,0,0,0.273
"'361190049001",0,0,0,0,0,0,0.114
"'361190137003",0,0,0,0,0,0,2.331
"'361190133011",0,0,0,0,0,0,0.344
"'361190133042",0,0,0,0,0,0,0.334
"'361190143002",0,0,0,0,0,0,0.39
"'361190144001",0,0,0,0,0,0,0.776
"'361190054002",0,0,0,0,0,0,0.504
"'361190076004",0,0,0,0,0,0,0.372
"'361190076003",0,0,0,0,0,0,0.278
"'361190078002",0,0,0,0,0,0,0.693
"'361190051004",0,0,0,0,0,0,0.158
"'361190052004",0,0,0,0,0,0,0.286
"'361190109032",0,0,0,0,0,0,0.394
"'361190111022",0,0,0,0,0,0,1.112
"'361190105001",0,0,0,0,0,0,1.212
"'361190105005",0,0,0,0,0,0,0.829
"'361190081002",0,0,0,0,0,0,0.213
"'361190102001",0,0,0,0,0,0,0.346
"'361190102002",0,0,0,0,0,0,0.462
"'361190074011",0,0,0,0,0,0,0.268
"'361190084043",0,0,0,0,0,0,0.17
"'361190069003",0,0,0,0,0,0,0.956
"'361190071002",0,0,0,0,0,0,0.459
"'361190072005",0,0,0,0,0,0,0.4
"'361190086021",0,0,0,0,0,0,0.858
"'361190087005",0,0,0,0,0,0,0.218
"'361190121021",0,0,0,0,0,0,0.522
"'361190027002",0,0,0,0,0,0,0.183
"'361190032002",0,0,0,0,0,0,0.171
"'361190032001",0,0,0,0,0,0,0.122
"'361190034003",0,0,0,0,0,0,0.122
"'361190036003",0,0,0,0,0,0,0.093
"'361190039002",0,0,0,0,0,0,0.153
"'361190042001",0,0,0,0,0,0,0.271
"'361190131032",0,0,786,59.042,786,59.042,13.312
"'361190058001",0,0,0,0,0,0,0.142
"'361190058003",0,0,0,0,0,0,0.214
"'361190059022",0,0,0,0,0,0,0.431
"'361190066002",0,0,0,0,0,0,0.397
"'361190068022",0,0,0,0,0,0,0.68
"'361190008011",0,0,0,0,0,0,0.395
"'361190008033",0,0,0,0,0,0,0.132
"'360894927007",295,10.677,295,10.677,295,10.677,27.631
"'360894927006",0,0,0,0,0,0,0.864
"'360894927002",0,0,0,0,0,0,0.536
"'360894903003",0,0,0,0,0,0,1.003
"'360894903001",0,0,0,0,0,0,0.47
"'360894903004",0,0,0,0,0,0,1.688
"'360894914001",0,0,427,91.577,427,91.577,4.663
"'360894915005",0,0,0,0,0,0,0.493
"'360894909005",0,0,0,0,0,0,0.498
"'360894909003",0,0,0,0,0,0,0.513
"'361190012002",0,0,0,0,0,0,0.148
"'361190013022",0,0,0,0,0,0,0.118
"'361190014033",0,0,0,0,0,0,0.088
"'361190015021",0,0,0,0,0,0,0.181
"'361190015022",0,0,0,0,0,0,0.116
"'361190015043",0,0,0,0,0,0,0.239
"'361190018002",0,0,0,0,0,0,0.135
"'361190021032",0,0,0,0,0,0,0.372
"'361190021043",0,0,0,0,0,0,0.158
"'361190022012",0,0,0,0,0,0,0.485
"'361190022021",0,0,0,0,0,0,0.1
"'361190082004",0,0,0,0,0,0,0.315
"'361190083021",0,0,0,0,0,0,1.503
"'361190098004",0,0,0,0,0,0,0.956
"'361190101001",0,0,0,0,0,0,0.529
"'361190089021",0,0,0,0,0,0,0.793
"'360450616001",386,34.163,386,34.163,386,34.163,11.299
"'360594166004",0,0,0,0,0,0,0.185
"'360610317030",0,0,0,0,0,0,0.496
"'360595211005",0,0,0,0,0,0,0.346
"'360650250022",0,0,0,0,0,0,2.032
"'360894902005",0,0,0,0,0,0,1.374
"'360290130014",0,0,0,0,0,0,0.746
"'360150005001",0,0,0,0,0,0,0.454
"'360810809001",0,0,0,0,0,0,0.125
"'360470353021",0,0,0,0,0,0,0.047
"'360610021001",0,0,0,0,0,0,0.061
"'360610090006",0,0,0,0,0,0,0.017
"'360610154034",0,0,0,0,0,0,0.011
"'360070130004",0,0,0,0,0,0,0.855
"'360050401001",0,0,0,0,0,0,0.007
"'360811579016",0,0,0,0,0,0,0.195
"'360550105003",0,0,0,0,0,0,0.549
"'360050408002",0,0,0,0,0,0,0.034
"'360610015025",0,0,0,0,0,0,0.006
"'360290030001",0,0,0,0,0,0,0.19
"'360790116002",0,0,0,0,0,0,2.106
"'360470892002",0,0,0,0,0,0,0.044
"'361031462043",0,0,0,0,0,0,1.043
"'360594054005",0,0,0,0,0,0,0.163
"'360610038003",0,0,0,0,0,0,0.032
"'360550055002",0,0,0,0,0,0,0.176
"'360670133003",0,0,0,0,0,0,0.719
"'360610108012",0,0,0,0,0,0,0.018
"'360050041003",0,0,0,0,0,0,0.008
"'360610191005",0,0,0,0,0,0,0.029
"'360775906002",543,6.188,543,6.188,543,6.188,87.749
"'360470442001",0,0,0,0,0,0,0.096
"'360050251007",0,0,0,0,0,0,0.017
"'360470268001",0,0,0,0,0,0,0.04
"'360471188002",0,0,0,0,0,0,0.051
"'361130720011",0,0,0,0,0,0,2.671
"'360930210022",0,0,0,0,0,0,0.185
"'360290037002",0,0,0,0,0,0,0.322
"'360470389003",0,0,0,0,0,0,0.044
"'360290137011",0,0,0,0,0,0,1.797
"'360271903012",0,0,0,0,0,0,2.833
"'360811571014",0,0,0,0,0,0,0.192
"'361190056001",0,0,0,0,0,0,0.414
"'360550071003",0,0,0,0,0,0,0.114
"'360650263003",0,0,0,0,0,0,0.483
"'360470205001",0,0,0,0,0,0,0.053
"'360470900004",0,0,0,0,0,0,0.038
"'360290076001",0,0,0,0,0,0,0.361
"'360850277053",0,0,0,0,0,0,0.137
"'360010141001",0,0,0,0,0,0,1.906
"'360810368002",0,0,0,0,0,0,0.107
"'361190004031",0,0,0,0,0,0,0.06
"'360010138042",0,0,0,0,0,0,1.148
"'360470262001",0,0,0,0,0,0,0.08
"'360470197003",0,0,0,0,0,0,0.056
"'360550117081",0,0,254,84.144,254,84.144,3.019
"'360670103212",0,0,0,0,0,0,2.277
"'360610191002",0,0,0,0,0,0,0.023
"'360670043023",0,0,0,0,0,0,0.218
"'361019608004",0,0,0,0,0,0,0.777
"'360379510001",0,0,0,0,0,0,2.31
"'360610319001",0,0,0,0,0,0,0.109
"'360290125012",0,0,0,0,0,0,0.28
"'360610124003",0,0,0,0,0,0,0.019
"'360470174002",0,0,0,0,0,0,0.053
"'360470566001",0,0,0,0,0,0,0.088
"'360470186001",0,0,0,0,0,0,0.056
"'360850208032",0,0,0,0,0,0,0.692
"'360290134003",0,0,0,0,0,0,0.717
"'360810199012",0,0,0,0,0,0,0.213
"'360290089004",0,0,0,0,0,0,1.022
"'360670061013",0,0,0,0,0,0,0.39
"'361170212002",0,0,0,0,0,0,0.71
"'361090006002",0,0,0,0,0,0,1.075
"'360610106014",0,0,0,0,0,0,0.017
"'360550101003",0,0,0,0,0,0,0.839
"'360050391005",0,0,0,0,0,0,0.025
"'360290080026",0,0,0,0,0,0,0.228
"'360811621004",0,0,0,0,0,0,0.119
"'360470377001",0,0,0,0,0,0,0.038
"'360610132033",0,0,0,0,0,0,0.018
"'361190068011",0,0,0,0,0,0,0.426
"'360594152013",0,0,0,0,0,0,0.541
"'360894912001",0,0,0,0,0,0,0.726
"'360550144004",0,0,465,135.58,465,135.58,3.43
"'360290103002",0,0,0,0,0,0,0.275
"'360594073021",0,0,0,0,0,0,0.41
"'360470696022",0,0,0,0,0,0,0.27
"'360290038002",0,0,0,0,0,0,0.134
"'360595214002",0,0,0,0,0,0,0.507
"'360810294004",0,0,0,0,0,0,0.102
"'360550034001",0,0,0,0,0,0,0.256
"'360550108003",0,0,0,0,0,0,0.737
"'360610048005",0,0,0,0,0,0,0.044
"'360550149011",0,0,0,0,0,0,1.781
"'360550060002",0,0,0,0,0,0,0.231
"'360810483011",0,0,0,0,0,0,0.087
"'360670014002",0,0,0,0,0,0,0.14
"'360595199002",0,0,0,0,0,0,0.619
"'360050204002",0,0,0,0,0,0,0.047
"'360290069031",0,0,0,0,0,0,0.263
"'360010018033",0,0,0,0,0,0,0.62
"'360593042041",0,0,0,0,0,0,0.185
"'361031583272",0,0,0,0,0,0,1.385
"'360470382001",0,0,0,0,0,0,0.058
"'360050202001",0,0,0,0,0,0,0.055
"'360191009022",0,0,0,0,0,0,0.232
"'360610038001",0,0,0,0,0,0,0.049
"'360010005021",0,0,0,0,0,0,0.421
"'360670109002",0,0,0,0,0,0,1.924
"'360593012002",0,0,0,0,0,0,0.823
"'360550112031",0,0,0,0,0,0,1.167
"'360810997032",0,0,0,0,0,0,0.156
"'360850248001",0,0,0,0,0,0,0.376
"'360850208041",0,0,0,0,0,0,0.445
"'361031904052",588,24.875,588,24.875,588,24.875,23.638
"'360290077004",0,0,0,0,0,0,0.326
"'360470018041",0,0,0,0,0,0,0.352
"'360050293022",0,0,0,0,0,0,0.07
"'361190013011",0,0,0,0,0,0,0.86
"'360210013005",0,0,0,0,0,0,0.51
"'360610245001",0,0,0,0,0,0,0.028
"'361031702053",0,0,0,0,0,0,2.195
"'360050310003",0,0,0,0,0,0,0.167
"'360790115011",0,0,0,0,0,0,5.536
"'361031354013",0,0,0,0,0,0,1.26
"'360870114013",0,0,0,0,0,0,1.726
"'360610251001",0,0,0,0,0,0,0.121
"'360339520002",660,7.754,660,7.754,660,7.754,85.12
"'361190063011",0,0,0,0,0,0,0.146
"'360379513002",282,6.811,282,6.811,282,6.811,41.404
"'360750211022",0,0,0,0,0,0,1.279
"'360670036012",0,0,0,0,0,0,0.29
"'360810437011",0,0,0,0,0,0,0.066
"'360550132031",0,0,0,0,0,0,1.649
"'360610071003",0,0,0,0,0,0,0.051
"'360470824003",0,0,0,0,0,0,0.079
"'360610263002",0,0,0,0,0,0,0.019
"'361190148132",0,0,0,0,0,0,1.892
"'360811267002",0,0,0,0,0,0,0.158
"'360610240003",0,0,0,0,0,0,0.421
"'360810773002",0,0,0,0,0,0,0.049
"'360050312002",0,0,0,0,0,0,0.123
"'360610116003",0,0,0,0,0,0,0.017
"'360470150001",0,0,0,0,0,0,0.057
"'360610008001",0,0,0,0,0,0,0.031
"'360290143005",0,0,0,0,0,0,0.532
"'361219702011",0,0,0,0,0,0,0.675
"'360850251002",0,0,0,0,0,0,0.286
"'360670111013",0,0,0,0,0,0,1.547
"'360271500062",0,0,0,0,0,0,1.961
"'360471130002",0,0,0,0,0,0,0.041
"'360050264003",0,0,0,0,0,0,0.118
"'360610075003",0,0,0,0,0,0,0.03
"'360050267012",0,0,0,0,0,0,0.021
"'360650264001",0,0,0,0,0,0,0.267
"'360470756002",0,0,0,0,0,0,0.091
"'360290097012",0,0,0,0,0,0,1.804
